"","Data","startTyg","Bora-Komorowskiego","Bulwary","Dworzec Główny","Klimeckiego","Kopernika","Kotlarska","Mogilska","Monte Cassino","Nowohucka","Smoleńsk","Tyniecka","Wadowicka","Wielicka","temp_max","temp_min","temp_avg","deszcz","snieg","Rodzaj_opadu","Jaki_dzien","Wolne"
"1",2016-11-18,2016-11-14,NA,421,NA,NA,NA,560,907,NA,NA,NA,NA,212,329,13.3,-0.2,5.8,0,0,"s","roboczy",FALSE
"2",2016-11-19,2016-11-14,NA,328,NA,NA,NA,232,438,NA,NA,NA,NA,206,151,12.9,2.1,8.4,2.8,0,"d","weekend",TRUE
"3",2016-11-20,2016-11-14,NA,539,NA,NA,NA,285,549,NA,NA,NA,NA,212,182,14.3,2.5,7.3,0,0,"s","weekend",TRUE
"4",2016-11-21,2016-11-21,NA,1002,NA,NA,NA,953,1501,NA,NA,NA,NA,382,479,19,3.6,9.6,0,0,"s","roboczy",FALSE
"5",2016-11-22,2016-11-21,NA,1132,NA,NA,NA,1039,1626,NA,NA,NA,NA,386,502,15.3,3,7.7,0,0,"s","roboczy",FALSE
"6",2016-11-23,2016-11-21,NA,972,NA,NA,NA,996,1555,NA,NA,NA,NA,319,440,12.3,1.3,5.4,0,0,"s","roboczy",FALSE
"7",2016-11-24,2016-11-21,NA,701,NA,NA,NA,787,1270,NA,NA,NA,NA,255,358,7.8,0.3,5.3,0.5,0,"d","roboczy",FALSE
"8",2016-11-25,2016-11-21,NA,454,NA,NA,NA,551,906,NA,NA,NA,NA,158,222,7.4,1.1,4.5,0,0,"s","roboczy",FALSE
"9",2016-11-26,2016-11-21,NA,259,NA,NA,NA,265,385,NA,NA,NA,NA,107,109,4.7,-1.6,2.1,0,0.2,"s","weekend",TRUE
"10",2016-11-27,2016-11-21,NA,127,NA,NA,NA,102,246,NA,NA,NA,NA,117,58,8.3,1.3,4.4,0,2.6,"s","weekend",TRUE
"11",2016-11-28,2016-11-28,NA,357,NA,NA,NA,493,804,NA,NA,NA,NA,155,204,2.3,-1.5,-0.7,0,0.3,"s","roboczy",FALSE
"12",2016-11-29,2016-11-28,NA,336,NA,NA,NA,497,801,NA,NA,NA,NA,219,194,-0.1,-9,-2,0,0.1,"s","roboczy",FALSE
"13",2016-11-30,2016-11-28,NA,370,NA,NA,NA,467,821,NA,NA,NA,NA,252,199,1.3,-1.9,-0.4,0,1.7,"s","roboczy",FALSE
"14",2016-12-01,2016-11-28,NA,233,NA,NA,NA,311,494,NA,NA,NA,NA,172,122,1.1,-1.9,0.6,0,15.3,"s","roboczy",FALSE
"15",2016-12-02,2016-11-28,NA,278,NA,NA,NA,375,553,NA,NA,NA,NA,185,138,4,0.7,2,0,0.8,"s","roboczy",FALSE
"16",2016-12-03,2016-11-28,NA,185,NA,NA,NA,165,298,NA,NA,NA,NA,72,55,1.8,-0.4,0.4,0,0.1,"s","weekend",TRUE
"17",2016-12-04,2016-11-28,NA,251,NA,NA,NA,183,291,NA,NA,NA,NA,93,78,0.9,-3.8,-2,0,0,"s","weekend",TRUE
"18",2016-12-05,2016-12-05,NA,382,NA,NA,NA,475,734,NA,NA,NA,NA,272,185,2.1,-8.4,-3.6,0,0,"s","roboczy",FALSE
"19",2016-12-06,2016-12-05,NA,361,NA,NA,NA,482,757,NA,NA,NA,NA,235,215,0.1,-2.9,-1.2,0,0.2,"s","roboczy",FALSE
"20",2016-12-07,2016-12-05,NA,405,NA,NA,NA,513,803,NA,NA,NA,NA,237,204,2.1,-2.5,-0.6,0,0,"s","roboczy",FALSE
"21",2016-12-08,2016-12-05,NA,436,NA,NA,NA,530,839,NA,NA,NA,NA,304,206,7,-3.8,3.6,0.3,0,"d","roboczy",FALSE
"22",2016-12-09,2016-12-05,NA,400,NA,NA,NA,498,812,NA,NA,NA,NA,291,227,7.1,3,5.7,0,0,"s","roboczy",FALSE
"23",2016-12-10,2016-12-05,NA,256,NA,NA,NA,199,385,NA,NA,NA,NA,94,134,10.7,5.2,8,0.1,0,"d","weekend",TRUE
"24",2016-12-11,2016-12-05,NA,178,NA,NA,NA,113,231,NA,NA,NA,NA,36,69,9.3,5.6,7,5.3,0,"d","weekend",TRUE
"25",2016-12-12,2016-12-12,NA,249,NA,NA,NA,361,612,NA,NA,NA,NA,127,162,5.7,-3,1.5,1,0,"d","roboczy",FALSE
"26",2016-12-13,2016-12-12,NA,336,NA,NA,NA,439,788,NA,NA,NA,NA,204,184,-1.2,-8.4,-4.8,0,0,"s","roboczy",FALSE
"27",2016-12-14,2016-12-12,NA,286,NA,NA,NA,413,697,NA,NA,NA,NA,186,169,0.5,-3.8,-0.5,0,0.2,"s","roboczy",FALSE
"28",2016-12-15,2016-12-12,NA,278,NA,NA,NA,403,705,NA,NA,NA,NA,208,184,1.9,0.3,0.9,0,0,"s","roboczy",FALSE
"29",2016-12-16,2016-12-12,NA,345,NA,NA,NA,429,755,NA,NA,NA,NA,182,190,1.9,-5.2,-2,0,0,"s","roboczy",FALSE
"30",2016-12-17,2016-12-12,NA,206,NA,NA,NA,153,338,NA,NA,NA,NA,88,106,2.3,-6.9,-2.9,0,0,"s","weekend",TRUE
"31",2016-12-18,2016-12-12,NA,104,NA,NA,NA,96,193,NA,NA,NA,NA,71,51,0.6,-3.2,-0.6,0,0.2,"s","weekend",TRUE
"32",2016-12-19,2016-12-19,NA,319,NA,NA,NA,396,738,NA,NA,NA,NA,233,181,1.7,-0.2,0.2,0,0,"s","roboczy",FALSE
"33",2016-12-20,2016-12-19,NA,372,NA,NA,NA,501,788,NA,NA,NA,NA,231,227,2.6,-2.4,-1.1,0,0,"s","roboczy",FALSE
"34",2016-12-21,2016-12-19,NA,303,NA,NA,NA,493,759,NA,NA,NA,NA,260,209,-0.2,-4.8,-3.1,0,0,"s","roboczy",FALSE
"35",2016-12-22,2016-12-19,NA,283,NA,NA,NA,417,702,NA,NA,NA,NA,251,178,0.8,-6.3,-3,0,0,"s","roboczy",FALSE
"36",2016-12-23,2016-12-19,NA,199,NA,NA,NA,302,456,NA,NA,NA,NA,146,125,-0.1,-5.1,-2.1,0,0,"s","roboczy",FALSE
"37",2016-12-24,2016-12-19,NA,51,NA,NA,NA,50,95,NA,NA,NA,NA,44,40,1.3,-3.2,-0.8,0,4,"s","weekend",TRUE
"38",2016-12-25,2016-12-19,NA,39,NA,NA,NA,15,43,NA,NA,NA,NA,8,14,4,0.4,3.1,5.4,0,"d","weekend",TRUE
"39",2016-12-26,2016-12-26,NA,82,NA,NA,NA,47,93,NA,NA,NA,NA,37,28,8,3.1,6.5,0.8,0,"d","roboczy",TRUE
"40",2016-12-27,2016-12-26,NA,130,NA,NA,NA,165,317,NA,NA,NA,NA,125,81,7.3,1.6,3,0,1.8,"s","roboczy",FALSE
"41",2016-12-28,2016-12-26,NA,258,NA,NA,NA,316,525,NA,NA,NA,NA,142,116,3.9,0.2,1.3,0,0,"s","roboczy",FALSE
"42",2016-12-29,2016-12-26,NA,284,NA,NA,NA,303,552,NA,NA,NA,NA,172,141,1.3,-2.1,-1,0,0,"s","roboczy",FALSE
"43",2016-12-30,2016-12-26,NA,262,NA,NA,NA,284,495,NA,NA,NA,NA,143,134,1,-6.9,-3.6,0,0,"s","roboczy",FALSE
"44",2016-12-31,2016-12-26,NA,134,NA,NA,NA,119,210,NA,NA,NA,NA,65,76,3.5,-8,-3.2,0,0,"s","weekend",TRUE
"45",2017-01-01,2016-12-26,NA,201,NA,NA,NA,80,172,NA,NA,NA,NA,74,50,4.7,-7.8,-3.7,0,0,"s","weekend",TRUE
"46",2017-01-02,2017-01-02,NA,262,NA,NA,NA,315,495,NA,NA,NA,NA,149,136,1.5,-8.5,-2.6,0,1.7,"s","roboczy",FALSE
"47",2017-01-03,2017-01-02,NA,136,NA,NA,NA,262,414,NA,NA,NA,NA,74,92,0.4,-4.8,-1.2,0,2,"s","roboczy",FALSE
"48",2017-01-04,2017-01-02,NA,0,NA,NA,NA,246,411,NA,NA,NA,NA,73,96,2.6,-0.7,0.9,0,0.8,"s","roboczy",FALSE
"49",2017-01-05,2017-01-02,NA,1,NA,NA,NA,230,369,NA,NA,NA,NA,43,103,0.9,-8.2,-4.5,0,0,"s","roboczy",FALSE
"50",2017-01-06,2017-01-02,NA,0,NA,NA,NA,50,60,NA,NA,NA,NA,24,14,-7.8,-16,-13.4,0,0.1,"s","roboczy",TRUE
"51",2017-01-07,2017-01-02,NA,0,NA,NA,NA,27,55,NA,NA,NA,NA,12,24,-15.2,-24.1,-19.4,0,0,"s","weekend",TRUE
"52",2017-01-08,2017-01-02,NA,0,NA,NA,NA,41,86,NA,NA,NA,NA,1,18,-9.9,-23.6,-17.3,0,0,"s","weekend",TRUE
"53",2017-01-09,2017-01-09,NA,4,NA,NA,NA,198,326,NA,NA,NA,NA,31,92,-7.2,-15.5,-10.8,0,0,"s","roboczy",FALSE
"54",2017-01-10,2017-01-09,NA,10,NA,NA,NA,224,387,NA,NA,NA,NA,38,95,-4.4,-12.2,-9.7,0,0,"s","roboczy",FALSE
"55",2017-01-11,2017-01-09,NA,6,NA,NA,NA,234,366,NA,NA,NA,NA,66,74,-5.6,-17.9,-12.6,0,0.8,"s","roboczy",FALSE
"56",2017-01-12,2017-01-09,NA,24,NA,NA,NA,245,394,NA,NA,NA,NA,89,99,2.3,-12.5,-0.8,0,0.2,"s","roboczy",FALSE
"57",2017-01-13,2017-01-09,NA,36,NA,NA,NA,317,479,NA,NA,NA,NA,157,115,5.7,-3.1,1.3,0,0,"s","roboczy",FALSE
"58",2017-01-14,2017-01-09,NA,29,NA,NA,NA,98,191,NA,NA,NA,NA,27,46,2.7,-0.8,0.3,0,0.4,"s","weekend",TRUE
"59",2017-01-15,2017-01-09,NA,34,NA,NA,NA,28,125,NA,NA,NA,NA,13,26,0,-5,-2.5,0,1.1,"s","weekend",TRUE
"60",2017-01-16,2017-01-16,NA,96,NA,NA,NA,288,514,NA,NA,NA,NA,107,117,-0.3,-8.9,-3.5,0,0,"s","roboczy",FALSE
"61",2017-01-17,2017-01-16,NA,118,NA,NA,NA,309,519,NA,NA,NA,NA,120,133,-2,-5.8,-4.6,0,0,"s","roboczy",FALSE
"62",2017-01-18,2017-01-16,NA,129,NA,NA,NA,270,445,NA,NA,NA,NA,123,89,-5.4,-8.1,-6.7,0,0,"s","roboczy",FALSE
"63",2017-01-19,2017-01-16,NA,112,NA,NA,NA,255,435,NA,NA,NA,NA,124,130,-5.7,-10.3,-7.7,0,0,"s","roboczy",FALSE
"64",2017-01-20,2017-01-16,NA,127,NA,NA,NA,279,407,NA,NA,NA,NA,96,82,-0.2,-13.6,-4.4,0,0,"s","roboczy",FALSE
"65",2017-01-21,2017-01-16,NA,57,NA,NA,NA,94,192,NA,NA,NA,NA,48,42,1.2,-1.9,-0.2,0,0,"s","weekend",TRUE
"66",2017-01-22,2017-01-16,NA,99,NA,NA,NA,97,148,NA,NA,NA,NA,23,51,2,-3.3,-0.8,0,0,"s","weekend",TRUE
"67",2017-01-23,2017-01-23,NA,172,NA,NA,NA,317,484,NA,NA,NA,NA,104,135,2.4,-8.7,-5,0,0,"s","roboczy",FALSE
"68",2017-01-24,2017-01-23,NA,159,NA,NA,NA,309,449,NA,NA,NA,NA,128,124,-3.9,-9.7,-5.6,0,0.1,"s","roboczy",FALSE
"69",2017-01-25,2017-01-23,NA,174,NA,NA,NA,342,501,NA,NA,NA,NA,102,139,-1.5,-4.8,-2.9,0,0,"s","roboczy",FALSE
"70",2017-01-26,2017-01-23,NA,161,NA,NA,NA,291,479,NA,NA,NA,NA,122,111,-1.6,-5.8,-3.8,0,0,"s","roboczy",FALSE
"71",2017-01-27,2017-01-23,NA,181,NA,NA,NA,319,447,NA,NA,NA,NA,161,111,1.5,-13.4,-7.4,0,0,"s","roboczy",FALSE
"72",2017-01-28,2017-01-23,NA,76,NA,NA,NA,76,173,NA,NA,NA,NA,26,52,-1.2,-12.8,-8,0,0,"s","weekend",TRUE
"73",2017-01-29,2017-01-23,NA,55,NA,NA,NA,70,125,NA,NA,NA,NA,49,33,-0.1,-13.1,-7.9,0,0,"s","weekend",TRUE
"74",2017-01-30,2017-01-30,NA,146,NA,NA,NA,254,331,NA,NA,NA,NA,127,91,1.9,-13.1,-7.2,0,0,"s","roboczy",FALSE
"75",2017-01-31,2017-01-30,NA,157,NA,NA,NA,274,373,NA,NA,NA,NA,103,116,1.6,-11.8,-5,0,0,"s","roboczy",FALSE
"76",2017-02-01,2017-01-30,NA,161,NA,NA,NA,288,395,NA,NA,NA,NA,94,100,1.1,-5.8,-1.8,0,5,"s","roboczy",FALSE
"77",2017-02-02,2017-01-30,NA,121,NA,NA,NA,235,353,NA,NA,NA,NA,100,117,3.2,-1.5,0.2,1.5,0,"d","roboczy",FALSE
"78",2017-02-03,2017-01-30,NA,113,NA,NA,NA,252,374,NA,NA,NA,NA,109,86,4.2,-1.9,1.2,0,0,"s","roboczy",FALSE
"79",2017-02-04,2017-01-30,NA,54,NA,NA,NA,74,156,NA,NA,NA,NA,37,51,1.7,-0.1,0.3,0.5,0,"d","weekend",TRUE
"80",2017-02-05,2017-01-30,NA,48,NA,NA,NA,46,112,NA,NA,NA,NA,22,24,2,0,0.7,0,2,"s","weekend",TRUE
"81",2017-02-06,2017-02-06,NA,169,NA,NA,NA,310,423,NA,NA,NA,NA,110,113,1.7,-1.5,-0.7,0,0.2,"s","roboczy",FALSE
"82",2017-02-07,2017-02-06,NA,155,NA,NA,NA,262,406,NA,NA,NA,NA,132,115,-1.3,-5.5,-4,0,0,"s","roboczy",FALSE
"83",2017-02-08,2017-02-06,NA,153,NA,NA,NA,283,406,NA,NA,NA,NA,125,115,-5.4,-8.3,-7.4,0,0,"s","roboczy",FALSE
"84",2017-02-09,2017-02-06,NA,135,NA,NA,NA,250,383,NA,NA,NA,NA,147,106,-5.3,-7.8,-6.6,0,0,"s","roboczy",FALSE
"85",2017-02-10,2017-02-06,NA,158,NA,NA,NA,274,405,NA,NA,NA,NA,119,111,-0.7,-5.8,-4.1,0,0,"s","roboczy",FALSE
"86",2017-02-11,2017-02-06,NA,117,NA,NA,NA,98,169,NA,NA,NA,NA,43,40,-3.4,-10,-6.9,0,0,"s","weekend",TRUE
"87",2017-02-12,2017-02-06,NA,114,NA,NA,NA,109,157,NA,NA,NA,NA,27,50,-2.7,-10.2,-6.8,0,0,"s","weekend",TRUE
"88",2017-02-13,2017-02-13,NA,167,NA,NA,NA,274,368,NA,NA,NA,NA,136,129,-4.7,-7.5,-7,0,0,"s","roboczy",FALSE
"89",2017-02-14,2017-02-13,NA,225,NA,NA,NA,318,449,NA,NA,NA,NA,131,141,4.1,-9.3,-3.5,0,0,"s","roboczy",FALSE
"90",2017-02-15,2017-02-13,NA,283,NA,NA,NA,371,526,NA,NA,NA,NA,167,170,9.8,-6.5,0.3,0,0,"s","roboczy",FALSE
"91",2017-02-16,2017-02-13,NA,373,NA,NA,NA,367,569,NA,NA,NA,NA,179,166,10.5,-5.5,1.6,0,0,"s","roboczy",FALSE
"92",2017-02-17,2017-02-13,NA,207,NA,NA,NA,315,411,NA,NA,NA,NA,153,106,6.9,-2.7,0.9,0,2.3,"s","roboczy",FALSE
"93",2017-02-18,2017-02-13,NA,97,NA,NA,NA,94,175,NA,NA,NA,NA,46,42,3.8,0.4,1.8,0.8,0,"d","weekend",TRUE
"94",2017-02-19,2017-02-13,NA,146,NA,NA,NA,121,189,NA,NA,NA,NA,54,88,4.6,0.9,2,0,0,"s","weekend",TRUE
"95",2017-02-20,2017-02-20,NA,452,NA,NA,NA,541,692,NA,NA,NA,NA,184,217,6.9,-4.2,1.7,3.7,0,"d","roboczy",FALSE
"96",2017-02-21,2017-02-20,NA,200,NA,NA,NA,287,449,NA,NA,NA,NA,112,123,8.5,3.6,5.2,7.7,0,"d","roboczy",FALSE
"97",2017-02-22,2017-02-20,NA,254,NA,NA,NA,400,571,NA,NA,NA,NA,139,154,9.9,1,6.1,5.4,0,"d","roboczy",FALSE
"98",2017-02-23,2017-02-20,NA,218,NA,NA,NA,360,512,NA,NA,NA,NA,133,150,9.9,4.1,6.1,0.7,0,"d","roboczy",FALSE
"99",2017-02-24,2017-02-20,NA,238,NA,NA,NA,384,547,NA,NA,NA,NA,130,146,12.1,1.8,6,0,0.1,"s","roboczy",FALSE
"100",2017-02-25,2017-02-20,NA,252,NA,NA,NA,171,278,NA,NA,NA,NA,63,90,4.5,-3.2,-0.1,0,0.1,"s","weekend",TRUE
"101",2017-02-26,2017-02-20,NA,301,NA,NA,NA,179,290,NA,NA,NA,NA,78,101,7.6,-3.1,2.8,0,0,"s","weekend",TRUE
"102",2017-02-27,2017-02-27,NA,974,NA,NA,NA,802,1199,NA,NA,NA,NA,248,328,16.6,0.4,8,0,0,"s","roboczy",FALSE
"103",2017-02-28,2017-02-27,NA,777,NA,NA,NA,825,1224,NA,NA,NA,NA,299,384,13.4,-0.1,7.9,1,0,"d","roboczy",FALSE
"104",2017-03-01,2017-02-27,NA,458,NA,NA,NA,552,947,NA,NA,NA,NA,185,220,11.7,3.2,6.4,0,0,"s","roboczy",FALSE
"105",2017-03-02,2017-02-27,NA,633,NA,NA,NA,702,1083,NA,NA,NA,NA,264,296,12.1,-2.1,5.5,0.2,0,"d","roboczy",FALSE
"106",2017-03-03,2017-02-27,NA,679,NA,NA,NA,690,1129,NA,NA,NA,NA,195,322,10.9,2,5.4,0.1,0,"d","roboczy",FALSE
"107",2017-03-04,2017-02-27,NA,1611,NA,NA,NA,660,1013,NA,NA,NA,NA,184,380,16.5,-1.4,8.4,0,0,"s","weekend",TRUE
"108",2017-03-05,2017-02-27,NA,1930,NA,NA,NA,726,1046,NA,NA,NA,NA,153,374,16,7.5,12.6,8.3,0,"d","weekend",TRUE
"109",2017-03-06,2017-03-06,NA,364,NA,NA,NA,456,786,NA,NA,NA,NA,161,189,12.4,5,6.2,0.5,0,"d","roboczy",FALSE
"110",2017-03-07,2017-03-06,NA,681,NA,NA,NA,760,1160,NA,NA,NA,NA,220,311,9.7,-0.4,4.1,1.6,0,"d","roboczy",FALSE
"111",2017-03-08,2017-03-06,NA,577,NA,NA,NA,726,1139,NA,NA,NA,NA,209,277,6.5,2.4,3.5,0,0,"s","roboczy",FALSE
"112",2017-03-09,2017-03-06,NA,383,NA,NA,NA,556,897,NA,NA,NA,NA,230,217,6,-2.1,2.3,0.4,0,"d","roboczy",FALSE
"113",2017-03-10,2017-03-06,NA,513,NA,NA,NA,611,961,NA,NA,NA,NA,312,254,7.6,-1.3,3.6,0,0,"s","roboczy",FALSE
"114",2017-03-11,2017-03-06,NA,711,NA,NA,NA,410,668,NA,NA,NA,NA,99,244,8.2,2.1,4.5,0,0,"s","weekend",TRUE
"115",2017-03-12,2017-03-06,NA,275,NA,NA,NA,178,346,NA,NA,NA,NA,54,85,5.6,1.5,3.6,0.1,0,"d","weekend",TRUE
"116",2017-03-13,2017-03-13,NA,539,NA,NA,NA,705,1056,NA,NA,NA,NA,278,286,5.7,1.5,3.7,0,0,"s","roboczy",FALSE
"117",2017-03-14,2017-03-13,NA,688,NA,NA,NA,789,1324,NA,NA,NA,NA,320,368,8.9,0.2,4,0,0,"s","roboczy",FALSE
"118",2017-03-15,2017-03-13,NA,676,NA,NA,NA,803,1220,NA,NA,NA,NA,286,311,12.2,-1.7,4.8,0,0,"s","roboczy",FALSE
"119",2017-03-16,2017-03-13,NA,690,NA,NA,NA,851,1293,NA,NA,NA,NA,282,384,10.5,-1.1,4.9,0,0,"s","roboczy",FALSE
"120",2017-03-17,2017-03-13,NA,958,NA,NA,NA,886,1390,NA,NA,NA,NA,316,428,13.3,-3.3,5.9,2.1,0,"d","roboczy",FALSE
"121",2017-03-18,2017-03-13,NA,129,NA,NA,NA,148,233,NA,NA,NA,NA,52,87,9.7,1.5,5,0,5.8,"s","weekend",TRUE
"122",2017-03-19,2017-03-13,NA,602,NA,NA,NA,340,548,NA,NA,NA,NA,98,161,8.2,1,4,5.9,0,"d","weekend",TRUE
"123",2017-03-20,2017-03-20,NA,600,NA,NA,NA,678,1112,NA,NA,NA,NA,235,258,12.2,2.7,8.6,0,0,"s","roboczy",FALSE
"124",2017-03-21,2017-03-20,NA,1360,NA,NA,NA,1224,1883,NA,NA,NA,NA,388,558,14.9,3.5,9.2,2.4,0,"d","roboczy",FALSE
"125",2017-03-22,2017-03-20,NA,245,NA,NA,NA,302,502,NA,NA,NA,NA,124,106,10.2,4.3,6,10.6,0,"d","roboczy",FALSE
"126",2017-03-23,2017-03-20,NA,507,NA,NA,NA,682,1041,NA,NA,NA,NA,210,245,7.4,4.1,5.7,0,0,"s","roboczy",FALSE
"127",2017-03-24,2017-03-20,NA,607,NA,NA,NA,807,1160,NA,NA,NA,NA,268,300,7.9,5.5,6.2,0,0,"s","roboczy",FALSE
"128",2017-03-25,2017-03-20,NA,1066,NA,NA,NA,555,821,NA,NA,NA,NA,164,319,11.3,-2.8,4.8,0,0,"s","weekend",TRUE
"129",2017-03-26,2017-03-20,NA,750,NA,NA,NA,331,593,NA,NA,NA,NA,115,195,7.2,0.4,2.9,0,0,"s","weekend",TRUE
"130",2017-03-27,2017-03-27,NA,1364,NA,NA,NA,1207,1778,NA,NA,NA,NA,361,575,14.9,-2.5,6.6,0,0,"s","roboczy",FALSE
"131",2017-03-28,2017-03-27,NA,2183,NA,NA,NA,1781,2382,NA,NA,NA,NA,482,711,19.7,1.5,10.3,0,0,"s","roboczy",FALSE
"132",2017-03-29,2017-03-27,NA,1382,NA,NA,NA,1481,2168,NA,NA,NA,NA,435,647,19.9,2.7,11.3,0.2,0,"d","roboczy",FALSE
"133",2017-03-30,2017-03-27,NA,1122,NA,NA,NA,1140,1753,NA,NA,NA,NA,399,495,14.7,8.1,10.2,0,0,"s","roboczy",FALSE
"134",2017-03-31,2017-03-27,NA,2220,NA,NA,NA,1666,2498,NA,NA,NA,NA,496,752,20.4,2.3,11.6,0,0,"s","roboczy",FALSE
"135",2017-04-01,2017-03-27,NA,3701,NA,NA,NA,1563,2027,NA,NA,NA,NA,335,789,22.7,3.5,13.1,0,0,"s","weekend",TRUE
"136",2017-04-02,2017-03-27,NA,4262,NA,NA,NA,1620,2177,NA,NA,NA,NA,357,930,24.1,4.3,14.8,0,0,"s","weekend",TRUE
"137",2017-04-03,2017-04-03,NA,1542,NA,NA,NA,1644,2511,NA,NA,NA,NA,510,748,17.4,6.7,12,0,0,"s","roboczy",FALSE
"138",2017-04-04,2017-04-03,NA,2013,NA,NA,NA,1871,2791,NA,NA,NA,NA,562,826,19.4,6.7,13.1,0,0,"s","roboczy",FALSE
"139",2017-04-05,2017-04-03,NA,1313,NA,NA,NA,1337,2002,NA,NA,NA,NA,447,618,18.3,5.3,11.2,5.6,0,"d","roboczy",FALSE
"140",2017-04-06,2017-04-03,NA,521,NA,NA,NA,688,1093,NA,NA,NA,NA,279,285,11,4.2,5.7,3.6,0,"d","roboczy",FALSE
"141",2017-04-07,2017-04-03,NA,360,NA,NA,NA,497,730,NA,NA,NA,NA,198,206,8,1.1,5.1,2.3,0,"d","roboczy",FALSE
"142",2017-04-08,2017-04-03,NA,1058,NA,NA,NA,562,956,NA,NA,NA,NA,181,319,14,7.2,9.8,0,0,"s","weekend",TRUE
"143",2017-04-09,2017-04-03,NA,2812,NA,NA,NA,1142,1557,NA,NA,NA,NA,265,618,15.1,2.8,8.6,0,0,"s","weekend",TRUE
"144",2017-04-10,2017-04-10,NA,2830,NA,NA,NA,2195,3119,NA,NA,NA,NA,628,1089,20,2.3,11.7,1.2,0,"d","roboczy",FALSE
"145",2017-04-11,2017-04-10,NA,739,NA,NA,NA,832,1432,NA,NA,NA,NA,315,411,15.8,6,8.2,0,0,"s","roboczy",FALSE
"146",2017-04-12,2017-04-10,NA,1077,NA,NA,NA,1263,1966,NA,NA,NA,NA,390,528,12.1,3.3,7.8,2,0,"d","roboczy",FALSE
"147",2017-04-13,2017-04-10,NA,548,NA,NA,NA,662,1083,NA,NA,NA,NA,238,322,11.2,6.9,8.5,0.8,0,"d","roboczy",FALSE
"148",2017-04-14,2017-04-10,NA,705,NA,NA,NA,674,1076,NA,NA,NA,NA,236,353,11.9,4.5,7.3,0,0,"s","roboczy",FALSE
"149",2017-04-15,2017-04-10,NA,579,NA,NA,NA,266,436,NA,NA,NA,NA,78,181,14,1.6,8.2,2.5,0,"d","weekend",TRUE
