Data;Al. USA - południe;Al. USA - południe Rower IN;Al. USA - południe Rower OUT;Al. USA - północ;Al. USA - północ Rower IN;Al. USA - północ Rower OUT;Banacha;Banacha_IN;Banacha_OUT;Bazyliańska;Bazylia?ska_IN;Bazylia?ska_OUT;Belwederska;Belwederska Rower IN;Belwederska Rower OUT;Dworzec Wilenski (al. Solidarności);Dworzec Wile?ski (Al. Solidarno?ci)_IN;Dworzec Wile?ski (Al. Solidarno?ci)_OUT;Dworzec Wileński Nowy( Targowa);Dworzec Wile?ski Nowy_IN;Dworzec Wile?ski Nowy_OUT;Marszałkowska;Marszałkowska Rower IN;Marszałkowska Rower OUT;Most Gdanski - ścieżka rowerowa;Most Gdański - ciąg pieszo-rowerowy;NSR - Solec - ciąg pieszo-rowerowy;NSR-Solec - ścieżka rowerowa;Praska sciezka rekreacyjna;Piesi;Rowery;Wybrzeże Helskie;Wybrzeże Helskie_nowy Wyb.Helskie IN;Wybrzeże Helskie_nowy Wyb. Helskie OUT;Wysockiego;Wysockiego_IN;Wysockiego_OUT;Świętokrzyska - Emilii Plater, płd;Świętokrzyska - Emilii Plater, płd Rower IN;Świętokrzyska - Emilii Plater, płd Rower OUT;Świętokrzyska - Emilii Plater, płn;Świętokrzyska - Emilii Plater, płn Rower IN;Świętokrzyska - Emilii Plater, płn Rower OUT;Żwirki i Wigury/Trojdena;Żwirki i Wigury/Trojdena Rower IN;Żwirki i Wigury/Trojdena Rower OUT;Żwirki i Wigury/Trojdena;Żwirki i Wigury/Trojdena Rower IN;Żwirki i Wigury/Trojdena Rower OUT
01-01-17 0:00;1;1;0;0;0;0;1;0;1;0;0;0;4;0;4;1;0;1;0;0;0;0;0;0;1;0;2;0;4;2;2;6;1;5;0;0;0;4;1;3;0;0;0;1;0;1;0;0;0
01-01-17 1:00;1;1;0;0;0;0;2;2;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1;2;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0
01-01-17 2:00;0;0;0;0;0;0;4;2;2;0;0;0;1;1;0;1;0;1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
01-01-17 3:00;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;1;1;0;1;1;0;0;0;1;2;1;0;1;0;0;0;0;0;0;5;2;3;4;1;3;0;0;0;0;0;0
01-01-17 4:00;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;2;0;2;0;0;0
01-01-17 5:00;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;2;2;0;5;1;4;0;0;0;0;0;0
01-01-17 6:00;2;1;1;0;0;0;4;1;3;0;0;0;1;0;1;5;4;1;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;2;0;2;0;2
01-01-17 7:00;1;0;1;1;1;0;3;2;1;0;0;0;2;0;2;2;1;1;2;1;1;2;1;1;1;1;0;0;0;0;0;0;0;0;2;1;1;3;2;1;0;0;0;0;0;0;1;0;1
01-01-17 8:00;0;0;0;1;0;1;3;2;1;0;0;0;1;1;0;0;0;0;2;0;2;1;0;1;4;0;2;3;0;0;0;2;0;2;0;0;0;2;1;1;1;0;1;2;1;1;0;0;0
01-01-17 9:00;0;0;0;1;1;0;0;0;0;0;0;0;5;2;3;3;2;1;4;2;2;2;2;0;3;5;0;2;2;2;0;1;1;0;0;0;0;1;1;0;2;2;0;0;0;0;0;0;0
01-01-17 10:00;3;3;0;0;0;0;2;1;1;0;0;0;2;2;0;0;0;0;1;1;0;6;2;4;10;3;2;3;15;15;0;7;3;4;1;1;0;2;0;2;4;3;1;0;0;0;1;1;0
01-01-17 11:00;4;0;4;1;0;1;7;2;5;0;0;0;3;1;2;2;1;1;1;0;1;2;1;1;12;12;3;7;13;12;1;8;3;5;0;0;0;4;2;2;5;4;1;5;3;2;1;0;1
01-01-17 12:00;5;1;4;5;4;1;2;0;2;1;1;0;4;3;1;3;3;0;4;3;1;3;2;1;13;10;8;5;36;26;10;7;2;5;5;2;3;8;5;3;9;8;1;3;3;0;3;2;1
01-01-17 13:00;3;2;1;1;1;0;9;5;4;3;2;1;12;5;7;2;1;1;3;3;0;5;4;1;17;18;4;8;52;43;9;12;4;8;3;1;2;7;4;3;6;4;2;14;7;7;1;0;1
01-01-17 14:00;5;1;4;1;1;0;12;6;6;3;3;0;7;2;5;14;11;3;5;1;4;2;1;1;22;17;5;5;49;42;7;18;10;8;3;2;1;11;9;2;2;1;1;11;4;7;3;1;2
01-01-17 15:00;4;2;2;5;0;5;8;4;4;1;1;0;11;1;10;6;4;2;3;1;2;3;1;2;5;16;10;6;30;27;3;8;2;6;2;0;2;16;13;3;11;11;0;8;3;5;4;2;2
01-01-17 16:00;3;2;1;0;0;0;4;3;1;0;0;0;5;4;1;2;2;0;2;0;2;5;3;2;10;6;3;7;7;7;0;8;2;6;3;1;2;8;7;1;5;5;0;8;4;4;1;1;0
01-01-17 17:00;4;2;2;1;0;1;9;2;7;1;1;0;3;1;2;8;1;7;5;2;3;2;0;2;13;1;1;4;4;4;0;7;2;5;1;0;1;10;5;5;6;6;0;5;3;2;3;3;0
01-01-17 18:00;1;1;0;0;0;0;10;6;4;0;0;0;14;9;5;5;4;1;2;0;2;0;0;0;7;2;5;3;2;2;0;5;2;3;3;1;2;7;5;2;6;3;3;2;2;0;0;0;0
01-01-17 19:00;1;0;1;2;1;1;5;1;4;0;0;0;1;0;1;3;0;3;5;3;2;7;4;3;5;0;2;3;4;4;0;5;1;4;1;1;0;10;7;3;7;2;5;8;3;5;1;0;1
01-01-17 20:00;0;0;0;0;0;0;12;5;7;0;0;0;0;0;0;0;0;0;1;0;1;2;1;1;1;1;1;1;4;4;0;3;2;1;2;0;2;2;2;0;1;1;0;2;2;0;1;0;1
01-01-17 21:00;3;2;1;0;0;0;3;2;1;0;0;0;2;0;2;0;0;0;1;1;0;4;0;4;1;0;0;9;0;0;0;3;1;2;0;0;0;3;3;0;2;2;0;1;1;0;2;1;1
01-01-17 22:00;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;0;1;1;0;1;1;0;0;1;2;0;2;2;1;1;0;0;0;6;3;3;4;2;2;1;0;1;0;0;0
01-01-17 23:00;0;0;0;0;0;0;3;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3;3;0;1;0;1;0;0;0;6;4;2
02-01-17 0:00;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0
02-01-17 1:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02-01-17 2:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02-01-17 3:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0
02-01-17 4:00;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02-01-17 5:00;1;0;1;0;0;0;3;2;1;0;0;0;1;1;0;1;0;1;1;0;1;4;1;3;2;1;0;7;2;2;0;2;1;1;5;1;4;3;1;2;1;1;0;4;3;1;0;0;0
02-01-17 6:00;3;2;1;1;0;1;17;11;6;1;1;0;2;1;1;10;9;1;6;2;4;3;2;1;5;0;0;6;1;1;0;16;11;5;4;2;2;9;7;2;8;8;0;3;2;1;7;2;5
02-01-17 7:00;6;2;4;2;2;0;49;40;9;2;2;0;12;8;4;20;18;2;10;5;5;9;4;5;16;10;3;15;0;0;0;26;17;9;6;4;2;25;21;4;12;11;1;20;11;9;5;3;2
02-01-17 8:00;9;3;6;1;1;0;64;44;20;3;2;1;16;12;4;17;15;2;9;6;3;13;8;5;13;11;5;11;8;5;3;22;18;4;7;2;5;24;22;2;23;22;1;28;13;15;13;5;8
02-01-17 9:00;2;0;2;1;1;0;26;18;8;0;0;0;13;7;6;7;7;0;5;3;2;10;5;5;12;9;2;8;4;3;1;10;7;3;1;0;1;16;12;4;16;15;1;24;10;14;3;1;2
02-01-17 10:00;3;2;1;1;1;0;19;10;9;0;0;0;5;3;2;7;5;2;2;1;1;4;0;4;8;0;2;4;8;6;2;9;4;5;2;1;1;8;7;1;11;6;5;11;4;7;3;1;2
02-01-17 11:00;2;1;1;2;2;0;12;5;7;1;0;1;4;2;2;6;3;3;0;0;0;7;5;2;3;2;0;1;7;7;0;3;3;0;0;0;0;3;3;0;13;8;5;4;1;3;3;0;3
02-01-17 12:00;3;1;2;0;0;0;12;7;5;0;0;0;2;1;1;2;1;1;4;0;4;7;3;4;2;1;1;1;6;5;1;3;0;3;2;1;1;12;10;2;5;4;1;3;3;0;0;0;0
02-01-17 13:00;2;2;0;1;1;0;16;9;7;0;0;0;8;5;3;8;6;2;7;3;4;8;1;7;1;2;0;6;8;7;1;12;6;6;0;0;0;15;13;2;21;12;9;9;7;2;2;0;2
02-01-17 14:00;4;2;2;4;3;1;5;2;3;0;0;0;4;1;3;4;2;2;7;5;2;13;7;6;5;1;4;4;4;3;1;6;3;3;2;1;1;13;12;1;14;12;2;11;6;5;0;0;0
02-01-17 15:00;9;7;2;4;2;2;22;4;18;1;1;0;11;2;9;5;2;3;12;9;3;13;4;9;13;7;1;9;3;2;1;20;8;12;7;4;3;8;6;2;21;8;13;13;10;3;4;1;3
02-01-17 16:00;10;6;4;2;2;0;61;15;46;2;2;0;19;3;16;21;6;15;12;6;6;21;8;13;18;6;2;17;0;0;0;21;7;14;7;3;4;31;25;6;22;13;9;31;14;17;6;1;5
02-01-17 17:00;11;8;3;3;1;2;63;17;46;2;2;0;12;3;9;17;4;13;10;5;5;18;7;11;23;4;2;18;3;3;0;22;5;17;6;3;3;31;27;4;16;11;5;36;29;7;7;3;4
02-01-17 18:00;9;6;3;2;1;1;28;9;19;2;2;0;9;2;7;9;2;7;9;6;3;9;5;4;3;2;2;3;3;3;0;8;1;7;5;0;5;26;17;9;17;9;8;16;8;8;7;1;6
02-01-17 19:00;6;4;2;1;0;1;23;11;12;0;0;0;10;3;7;3;0;3;6;3;3;10;7;3;6;4;5;4;1;0;1;14;4;10;2;0;2;8;4;4;10;7;3;8;7;1;4;0;4
02-01-17 20:00;1;1;0;1;0;1;15;7;8;0;0;0;8;2;6;6;1;5;7;4;3;6;4;2;4;0;1;3;1;1;0;7;2;5;3;0;3;5;4;1;1;1;0;5;2;3;4;2;2
02-01-17 21:00;0;0;0;0;0;0;2;0;2;0;0;0;3;0;3;7;3;4;5;5;0;3;0;3;0;0;0;2;1;1;0;5;3;2;1;1;0;8;3;5;2;1;1;2;0;2;0;0;0
02-01-17 22:00;1;1;0;0;0;0;2;1;1;0;0;0;2;0;2;4;0;4;3;3;0;2;1;1;1;0;0;1;4;4;0;2;2;0;0;0;0;2;2;0;1;0;1;0;0;0;0;0;0
02-01-17 23:00;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0
03-01-17 0:00;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03-01-17 1:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0
03-01-17 2:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03-01-17 3:00;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;1;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
03-01-17 4:00;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
03-01-17 5:00;1;1;0;0;0;0;2;1;1;1;1;0;0;0;0;1;0;1;1;0;1;4;1;3;2;1;0;3;1;1;0;4;2;2;2;0;2;2;2;0;0;0;0;1;1;0;0;0;0
03-01-17 6:00;3;1;2;1;0;1;17;11;6;1;1;0;2;2;0;4;4;0;6;4;2;4;1;3;5;0;0;8;2;2;0;15;12;3;6;3;3;6;4;2;9;5;4;3;1;2;2;1;1
03-01-17 7:00;6;0;6;2;2;0;55;47;8;3;1;2;10;9;1;16;15;1;6;4;2;6;3;3;17;5;1;14;6;6;0;19;15;4;2;1;1;17;17;0;9;8;1;25;15;10;6;3;3
03-01-17 8:00;5;2;3;3;2;1;65;37;28;2;2;0;18;12;6;19;17;2;15;9;6;11;4;7;8;7;3;12;8;6;2;22;17;5;7;2;5;28;25;3;24;20;4;26;11;15;8;4;4
03-01-17 9:00;3;0;3;1;1;0;28;18;10;0;0;0;9;6;3;10;9;1;6;4;2;17;9;8;6;1;1;10;8;7;1;16;10;6;0;0;0;19;13;6;24;22;2;18;9;9;3;2;1
03-01-17 10:00;7;6;1;2;1;1;13;8;5;0;0;0;5;1;4;10;3;7;5;2;3;11;4;7;2;3;1;4;3;3;0;13;5;8;3;1;2;8;7;1;16;13;3;11;7;4;3;3;0
03-01-17 11:00;3;2;1;1;1;0;8;3;5;0;0;0;7;1;6;8;4;4;11;7;4;10;4;6;6;4;1;4;8;7;1;7;3;4;2;1;1;15;13;2;11;8;3;10;5;5;4;2;2
03-01-17 12:00;2;2;0;2;2;0;12;1;11;0;0;0;6;1;5;6;6;0;6;2;4;12;3;9;4;4;0;4;7;5;2;8;6;2;2;0;2;7;6;1;12;8;4;8;4;4;4;0;4
03-01-17 13:00;4;2;2;3;2;1;14;6;8;0;0;0;5;1;4;7;2;5;8;5;3;12;4;8;6;3;0;5;3;3;0;5;0;5;4;1;3;3;3;0;12;6;6;11;8;3;1;0;1
03-01-17 14:00;4;4;0;4;2;2;14;5;9;0;0;0;8;2;6;5;2;3;5;4;1;12;4;8;8;5;3;7;8;6;2;8;5;3;4;4;0;16;12;4;15;10;5;5;4;1;1;1;0
03-01-17 15:00;4;4;0;4;3;1;26;8;18;3;3;0;12;4;8;9;4;5;17;10;7;14;5;9;8;5;0;15;7;5;2;18;6;12;5;2;3;15;13;2;17;10;7;15;7;8;2;0;2
03-01-17 16:00;5;3;2;1;0;1;72;24;48;5;3;2;16;2;14;25;9;16;13;7;6;16;5;11;18;5;1;16;2;2;0;28;10;18;5;4;1;29;25;4;21;10;11;36;20;16;5;0;5
03-01-17 17:00;8;6;2;3;1;2;75;31;44;1;1;0;14;2;12;12;1;11;9;6;3;22;6;16;19;4;1;12;6;5;1;24;6;18;6;3;3;27;21;6;20;19;1;23;16;7;12;2;10
03-01-17 18:00;6;2;4;2;1;1;32;13;19;1;1;0;7;0;7;8;2;6;12;8;4;12;7;5;10;4;0;7;3;3;0;21;9;12;3;1;2;21;12;9;13;9;4;18;11;7;5;1;4
03-01-17 19:00;2;0;2;4;2;2;12;4;8;1;1;0;3;0;3;7;1;6;2;0;2;7;3;4;5;1;0;3;0;0;0;7;3;4;5;2;3;15;11;4;6;4;2;7;4;3;1;0;1
03-01-17 20:00;1;1;0;1;1;0;9;4;5;0;0;0;1;1;0;4;1;3;4;2;2;3;1;2;6;1;0;3;3;1;2;10;2;8;2;1;1;13;7;6;7;7;0;7;0;7;1;0;1
03-01-17 21:00;0;0;0;0;0;0;6;3;3;1;0;1;1;0;1;4;0;4;3;1;2;2;2;0;1;0;0;0;1;0;1;3;1;2;3;2;1;8;4;4;3;1;2;3;0;3;1;0;1
03-01-17 22:00;1;1;0;0;0;0;1;1;0;0;0;0;4;1;3;4;0;4;1;1;0;3;2;1;0;2;0;4;3;3;0;5;3;2;1;1;0;4;3;1;2;1;1;2;2;0;1;0;1
03-01-17 23:00;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;1;0;1;2;2;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;4;3;1;0;0;0;3;3;0;0;0;0
04-01-17 0:00;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
04-01-17 1:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
04-01-17 2:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0
04-01-17 3:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1;8;5;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
04-01-17 4:00;1;0;1;0;0;0;0;0;0;3;3;0;1;0;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
04-01-17 5:00;1;0;1;0;0;0;4;4;0;1;1;0;0;0;0;0;0;0;2;1;1;2;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0
04-01-17 6:00;5;4;1;0;0;0;5;4;1;0;0;0;0;0;0;4;4;0;5;4;1;2;0;2;6;0;1;3;0;0;0;7;5;2;4;1;3;4;0;4;8;7;1;4;2;2;2;2;0
04-01-17 7:00;8;0;8;0;0;0;45;37;8;0;0;0;9;6;3;10;7;3;2;2;0;4;3;1;9;1;0;8;1;1;0;12;9;3;4;4;0;16;8;8;6;5;1;14;10;4;2;1;1
04-01-17 8:00;6;1;5;2;2;0;60;39;21;1;1;0;18;10;8;11;11;0;3;0;3;13;7;6;12;2;3;9;4;4;0;13;11;2;3;2;1;16;9;7;17;16;1;21;9;12;2;1;1
04-01-17 9:00;1;0;1;1;1;0;35;26;9;0;0;0;5;4;1;5;4;1;6;4;2;9;3;6;2;0;2;5;6;6;0;6;2;4;0;0;0;13;4;9;7;7;0;7;3;4;1;0;1
04-01-17 10:00;2;2;0;0;0;0;10;4;6;1;0;1;2;1;1;5;3;2;6;4;2;7;4;3;2;1;0;0;5;5;0;6;2;4;4;1;3;11;10;1;18;11;7;5;3;2;1;0;1
04-01-17 11:00;0;0;0;0;0;0;11;5;6;1;0;1;3;1;2;1;1;0;3;2;1;6;1;5;2;1;1;2;3;3;0;4;3;1;4;1;3;3;1;2;9;7;2;7;4;3;0;0;0
04-01-17 12:00;1;1;0;0;0;0;10;6;4;0;0;0;3;2;1;1;1;0;3;2;1;8;3;5;1;0;0;4;2;2;0;1;1;0;0;0;0;6;5;1;7;3;4;1;1;0;1;1;0
04-01-17 13:00;0;0;0;1;0;1;9;3;6;0;0;0;3;1;2;2;1;1;6;4;2;7;2;5;2;0;0;3;0;0;0;6;4;2;3;1;2;10;6;4;5;3;2;5;3;2;1;1;0
04-01-17 14:00;3;1;2;1;1;0;10;4;6;1;0;1;7;3;4;1;0;1;6;4;2;8;2;6;2;1;2;3;1;1;0;3;0;3;3;1;2;6;3;3;10;9;1;9;6;3;0;0;0
04-01-17 15:00;7;5;2;2;1;1;19;9;10;1;1;0;7;2;5;5;3;2;4;3;1;5;1;4;6;0;0;9;2;2;0;11;6;5;3;1;2;13;9;4;14;8;6;6;3;3;0;0;0
04-01-17 16:00;3;3;0;0;0;0;42;11;31;1;0;1;10;1;9;11;3;8;7;4;3;12;7;5;7;2;1;12;4;3;1;11;4;7;0;0;0;23;20;3;16;10;6;18;11;7;6;1;5
04-01-17 17:00;2;0;2;1;0;1;39;13;26;0;0;0;11;3;8;16;4;12;6;5;1;15;4;11;11;4;0;8;0;0;0;15;5;10;5;2;3;24;14;10;19;11;8;20;14;6;2;0;2
04-01-17 18:00;2;0;2;1;1;0;26;16;10;0;0;0;12;2;10;7;1;6;8;5;3;7;3;4;5;2;2;7;0;0;0;9;2;7;3;0;3;17;13;4;10;4;6;14;9;5;2;0;2
04-01-17 19:00;3;2;1;0;0;0;20;8;12;1;1;0;2;1;1;5;2;3;2;1;1;3;0;3;2;1;1;1;0;0;0;3;0;3;1;1;0;8;5;3;4;1;3;9;5;4;3;0;3
04-01-17 20:00;0;0;0;0;0;0;10;5;5;0;0;0;2;0;2;4;2;2;2;2;0;4;1;3;0;1;1;0;0;0;0;8;4;4;1;1;0;4;3;1;4;2;2;4;1;3;2;0;2
04-01-17 21:00;0;0;0;2;0;2;4;0;4;0;0;0;2;1;1;3;2;1;1;0;1;3;3;0;1;0;1;1;1;1;0;1;1;0;0;0;0;8;4;4;2;2;0;2;1;1;0;0;0
04-01-17 22:00;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2;0;0;0;4;1;3;2;1;1;1;0;0;2;0;0;0;2;0;2;1;1;0;6;4;2;0;0;0;2;1;1;0;0;0
04-01-17 23:00;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;2;2;0;0;0;0;0;0;0;1;0;0;0;2;2;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0
05-01-17 0:00;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0
05-01-17 1:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1
05-01-17 2:00;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05-01-17 3:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05-01-17 4:00;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
05-01-17 5:00;2;1;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;0;0;3;2;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0
05-01-17 6:00;0;0;0;0;0;0;3;2;1;0;0;0;2;2;0;6;3;3;1;0;1;2;1;1;3;0;0;4;2;2;0;6;4;2;3;1;2;1;1;0;4;3;1;4;3;1;2;1;1
05-01-17 7:00;2;1;1;0;0;0;17;14;3;1;1;0;0;0;0;6;4;2;2;1;1;2;0;2;4;2;0;2;3;3;0;7;5;2;2;2;0;10;9;1;5;3;2;10;7;3;0;0;0
05-01-17 8:00;3;1;2;3;2;1;33;20;13;0;0;0;7;4;3;8;8;0;4;3;1;6;2;4;4;3;0;7;6;5;1;9;7;2;3;3;0;12;9;3;13;12;1;12;8;4;0;0;0
