Data;Al. USA - południe;Al. USA - południe Rower IN;Al. USA - południe Rower OUT;Al. USA - północ;Al. USA - północ Rower IN;Al. USA - północ Rower OUT;Banacha;Banacha_IN;Banacha_OUT;Bazyliańska;Bazylia?ska_IN;Bazylia?ska_OUT;Belwederska;Belwederska Rower IN;Belwederska Rower OUT;Dworzec Wilenski (al. Solidarności);Dworzec Wile?ski (Al. Solidarno?ci)_IN;Dworzec Wile?ski (Al. Solidarno?ci)_OUT;Dworzec Wileński Nowy( Targowa);Dworzec Wile?ski Nowy_IN;Dworzec Wile?ski Nowy_OUT;Marszałkowska;Marszałkowska Rower IN;Marszałkowska Rower OUT;Most Gdanski - ścieżka rowerowa;Most Gdański - ciąg pieszo-rowerowy;NSR - Solec - ciąg pieszo-rowerowy;NSR-Solec - ścieżka rowerowa;Praska sciezka rekreacyjna;Piesi;Rowery;Wybrzeże Helskie;Wybrzeże Helskie_nowy Wyb.Helskie IN;Wybrzeże Helskie_nowy Wyb. Helskie OUT;Wysockiego;Wysockiego_IN;Wysockiego_OUT;Świętokrzyska - Emilii Plater, płd;Świętokrzyska - Emilii Plater, płd Rower IN;Świętokrzyska - Emilii Plater, płd Rower OUT;Świętokrzyska - Emilii Plater, płn;Świętokrzyska - Emilii Plater, płn Rower IN;Świętokrzyska - Emilii Plater, płn Rower OUT;Żwirki i Wigury/Trojdena;Żwirki i Wigury/Trojdena Rower IN;Żwirki i Wigury/Trojdena Rower OUT;Żwirki i Wigury/Trojdena;Żwirki i Wigury/Trojdena Rower IN;Żwirki i Wigury/Trojdena Rower OUT
05-01-17 9:00;4;2;2;0;0;0;15;8;7;0;0;0;10;8;2;2;1;1;1;1;0;8;5;3;4;0;0;5;1;1;0;5;3;2;2;0;2;10;9;1;8;7;1;7;4;3;0;0;0
05-01-17 10:00;0;0;0;0;0;0;11;6;5;3;3;0;1;1;0;0;0;0;3;1;2;2;0;2;1;2;1;5;3;3;0;8;3;5;2;0;2;6;5;1;7;4;3;3;3;0;1;0;1
05-01-17 11:00;3;2;1;1;0;1;2;2;0;1;1;0;1;0;1;1;0;1;2;1;1;9;3;6;1;0;1;2;1;1;0;2;1;1;4;3;1;10;6;4;6;4;2;3;1;2;0;0;0
05-01-17 12:00;0;0;0;0;0;0;1;0;1;1;1;0;2;1;1;8;4;4;3;1;2;7;2;5;1;0;0;2;4;2;2;4;4;0;0;0;0;5;4;1;15;11;4;3;3;0;0;0;0
05-01-17 13:00;1;0;1;1;1;0;8;2;6;0;0;0;2;0;2;4;4;0;1;0;1;7;2;5;1;1;1;4;4;4;0;3;2;1;5;0;5;4;4;0;12;6;6;1;1;0;1;0;1
05-01-17 14:00;0;0;0;0;0;0;7;5;2;1;0;1;8;3;5;6;0;6;5;3;2;10;4;6;1;1;0;4;10;9;1;3;1;2;2;2;0;4;3;1;14;10;4;7;3;4;0;0;0
05-01-17 15:00;4;2;2;1;0;1;14;3;11;0;0;0;3;0;3;9;2;7;2;1;1;7;0;7;7;1;2;6;14;14;0;14;9;5;2;1;1;9;7;2;7;7;0;7;6;1;0;0;0
05-01-17 16:00;3;1;2;0;0;0;29;8;21;0;0;0;9;2;7;5;2;3;4;4;0;9;6;3;8;1;1;7;3;3;0;8;1;7;1;0;1;16;10;6;14;10;4;13;7;6;0;0;0
05-01-17 17:00;4;2;2;0;0;0;23;8;15;0;0;0;7;2;5;7;1;6;2;1;1;9;4;5;9;2;0;10;1;1;0;12;2;10;2;1;1;13;10;3;11;9;2;13;8;5;2;0;2
05-01-17 18:00;4;2;2;1;0;1;11;3;8;0;0;0;4;1;3;8;2;6;7;6;1;7;5;2;5;0;0;1;1;0;1;9;5;4;0;0;0;13;10;3;12;7;5;11;5;6;1;0;1
05-01-17 19:00;0;0;0;1;0;1;8;1;7;0;0;0;1;0;1;2;0;2;6;0;6;3;3;0;4;1;1;3;2;2;0;5;0;5;0;0;0;6;4;2;3;1;2;13;9;4;0;0;0
05-01-17 20:00;4;3;1;0;0;0;6;3;3;0;0;0;2;0;2;1;0;1;0;0;0;4;2;2;1;0;1;1;2;2;0;2;0;2;1;1;0;9;3;6;4;2;2;3;0;3;0;0;0
05-01-17 21:00;0;0;0;0;0;0;3;3;0;0;0;0;1;0;1;2;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;0;0;0;0;2;1;1;3;0;3;3;1;2;0;0;0
05-01-17 22:00;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;4;0;4;3;3;0;6;1;5;0;0;0;3;0;0;0;0;0;0;1;1;0;2;1;1;0;0;0;0;0;0;0;0;0
05-01-17 23:00;0;0;0;0;0;0;1;1;0;0;0;0;3;0;3;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;4;1;3;0;0;0;1;1;0;0;0;0
06-01-17 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06-01-17 1:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
06-01-17 2:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06-01-17 3:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06-01-17 4:00;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06-01-17 5:00;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06-01-17 6:00;0;0;0;0;0;0;3;2;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;1;1;0;1;0;0;0;1;1;0;1;0;1;0;0;0
06-01-17 7:00;2;2;0;0;0;0;2;0;2;0;0;0;0;0;0;2;0;2;1;1;0;1;0;1;1;0;1;0;2;2;0;0;0;0;2;0;2;2;1;1;0;0;0;1;1;0;0;0;0
06-01-17 8:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;1;0;0;0;0;0;0;1;1;0;1;4;4;0;1;0;1;1;1;0;2;2;0;0;0;0;0;0;0;0;0;0
06-01-17 9:00;1;1;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;7;0;4;3;1;0;0;0;0;0;0;1;1;0;2;1;1;0;0;0
06-01-17 10:00;0;0;0;0;0;0;3;1;2;0;0;0;1;0;1;1;0;1;2;0;2;2;2;0;3;0;0;1;8;7;1;4;1;3;0;0;0;1;0;1;4;4;0;0;0;0;0;0;0
06-01-17 11:00;5;0;5;0;0;0;2;1;1;0;0;0;1;0;1;2;2;0;2;1;1;1;1;0;1;0;0;1;35;29;6;0;0;0;1;0;1;7;6;1;1;1;0;5;5;0;0;0;0
06-01-17 12:00;2;0;2;2;2;0;2;2;0;0;0;0;1;1;0;2;2;0;1;0;1;2;1;1;2;0;3;2;57;47;10;7;3;4;1;0;1;5;2;3;2;2;0;1;0;1;0;0;0
06-01-17 13:00;0;0;0;0;0;0;6;3;3;0;0;0;3;1;2;8;5;3;2;1;1;5;2;3;5;1;1;4;39;32;7;3;0;3;2;1;1;5;2;3;3;2;1;1;1;0;0;0;0
06-01-17 14:00;7;5;2;0;0;0;3;1;2;0;0;0;1;0;1;2;2;0;3;2;1;2;2;0;6;0;1;3;61;55;6;1;0;1;1;1;0;7;2;5;5;5;0;5;4;1;0;0;0
06-01-17 15:00;1;1;0;0;0;0;1;0;1;2;0;2;5;3;2;1;1;0;1;0;1;1;1;0;2;1;0;0;35;34;1;3;2;1;2;1;1;2;1;1;4;4;0;6;3;3;0;0;0
06-01-17 16:00;0;0;0;1;1;0;1;1;0;0;0;0;2;0;2;2;1;1;2;2;0;3;3;0;1;2;0;2;6;6;0;4;2;2;0;0;0;4;3;1;0;0;0;3;2;1;0;0;0
06-01-17 17:00;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;3;2;1;2;1;1;0;0;0;3;2;1;3;3;0;2;1;1;0;0;0
06-01-17 18:00;1;1;0;0;0;0;0;0;0;0;0;0;2;1;1;3;1;2;1;1;0;3;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;3;3;0;0;0;0;0;0;0
06-01-17 19:00;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;2;1;0;0;0;0;0;0;1;0;0;0;2;2;0;2;1;1;1;1;0;6;3;3;0;0;0;0;0;0;0;0;0
06-01-17 20:00;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
06-01-17 21:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
06-01-17 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
06-01-17 23:00;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;1;0;1;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0
07-01-17 0:00;0;0;0;0;0;0;2;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0
07-01-17 1:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-01-17 2:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-01-17 3:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-01-17 4:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-01-17 5:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07-01-17 6:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
07-01-17 7:00;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;1;1;0
07-01-17 8:00;1;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;3;3;0;0;0;0;0;0;0;1;1;0;1;1;0;2;1;1;0;0;0
07-01-17 9:00;0;0;0;2;2;0;3;2;1;0;0;0;0;0;0;0;0;0;3;2;1;3;1;2;4;0;0;1;10;9;1;6;2;4;0;0;0;3;2;1;1;1;0;1;1;0;0;0;0
07-01-17 10:00;1;1;0;0;0;0;2;1;1;0;0;0;1;0;1;4;0;4;3;2;1;2;1;1;1;0;0;0;18;18;0;1;0;1;0;0;0;2;2;0;3;3;0;0;0;0;0;0;0
07-01-17 11:00;1;0;1;0;0;0;5;2;3;0;0;0;1;1;0;4;1;3;1;1;0;0;0;0;1;0;0;1;16;14;2;1;1;0;1;0;1;2;1;1;0;0;0;1;1;0;0;0;0
07-01-17 12:00;3;1;2;0;0;0;5;3;2;0;0;0;1;1;0;2;2;0;2;0;2;4;1;3;8;0;0;3;17;16;1;1;1;0;0;0;0;3;2;1;4;4;0;0;0;0;1;0;1
07-01-17 13:00;1;0;1;0;0;0;3;3;0;0;0;0;5;3;2;1;0;1;1;1;0;1;0;1;6;0;1;2;24;21;3;4;3;1;2;2;0;2;1;1;3;3;0;3;0;3;0;0;0
07-01-17 14:00;4;4;0;0;0;0;6;4;2;0;0;0;1;1;0;8;5;3;5;1;4;2;1;1;7;0;1;3;41;38;3;5;2;3;0;0;0;2;2;0;1;1;0;0;0;0;0;0;0
07-01-17 15:00;2;1;1;0;0;0;6;0;6;0;0;0;0;0;0;3;0;3;1;1;0;3;3;0;2;2;3;2;25;21;4;3;1;2;1;0;1;6;4;2;2;2;0;0;0;0;0;0;0
07-01-17 16:00;2;2;0;0;0;0;3;0;3;0;0;0;0;0;0;3;1;2;2;1;1;4;2;2;2;1;0;1;9;4;5;0;0;0;1;1;0;4;1;3;0;0;0;1;1;0;0;0;0
07-01-17 17:00;1;0;1;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;0;0;2;2;2;0;0;0;0;1;1;0;2;1;1;3;3;0;2;1;1;0;0;0
07-01-17 18:00;0;0;0;0;0;0;1;1;0;0;0;0;3;0;3;0;0;0;2;2;0;1;0;1;0;0;0;2;3;2;1;1;1;0;1;0;1;3;3;0;2;2;0;2;1;1;0;0;0
07-01-17 19:00;0;0;0;0;0;0;6;2;4;0;0;0;1;0;1;0;0;0;0;0;0;2;1;1;2;2;1;0;0;0;0;2;0;2;0;0;0;4;3;1;2;2;0;1;1;0;0;0;0
07-01-17 20:00;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;1;0;1;0;0;0
07-01-17 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;1;3;2;1;0;0;0;0;0;0
07-01-17 22:00;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;2;0;0;0;1;1;0;0;0;0
07-01-17 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
08-01-17 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
08-01-17 1:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
08-01-17 2:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08-01-17 3:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;0;0;0;0;0;0;0
08-01-17 4:00;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08-01-17 5:00;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08-01-17 6:00;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08-01-17 7:00;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0
08-01-17 8:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;2;2;0;1;0;1;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0
08-01-17 9:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;0;0;1;17;16;1;3;0;3;0;0;0;2;2;0;2;2;0;2;1;1;0;0;0
08-01-17 10:00;1;1;0;0;0;0;3;3;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;5;0;0;0;29;28;1;2;2;0;0;0;0;3;2;1;0;0;0;2;1;1;0;0;0
08-01-17 11:00;3;2;1;2;0;2;3;1;2;0;0;0;6;3;3;2;2;0;0;0;0;3;1;2;3;2;0;0;35;31;4;0;0;0;0;0;0;2;2;0;2;1;1;2;1;1;0;0;0
08-01-17 12:00;1;0;1;2;1;1;2;1;1;0;0;0;2;0;2;1;1;0;0;0;0;3;1;2;7;3;1;1;52;49;3;7;3;4;2;1;1;3;0;3;2;1;1;3;2;1;0;0;0
08-01-17 13:00;1;1;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;1;0;1;3;0;3;8;4;0;3;61;53;8;5;2;3;2;0;2;11;6;5;5;5;0;4;2;2;0;0;0
08-01-17 14:00;5;3;2;0;0;0;1;0;1;0;0;0;2;1;1;3;2;1;6;1;5;4;3;1;5;4;1;2;85;79;6;3;2;1;1;0;1;4;3;1;5;5;0;3;0;3;0;0;0
08-01-17 15:00;3;2;1;0;0;0;2;1;1;0;0;0;2;0;2;6;4;2;0;0;0;1;0;1;3;1;0;5;32;30;2;3;1;2;2;1;1;5;4;1;1;0;1;3;2;1;0;0;0
08-01-17 16:00;0;0;0;0;0;0;3;1;2;0;0;0;1;1;0;2;0;2;1;1;0;2;1;1;3;0;2;4;7;6;1;1;0;1;1;0;1;6;4;2;2;2;0;4;2;2;1;1;0
08-01-17 17:00;3;0;3;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;2;0;0;2;4;3;1;1;1;0;1;1;0;8;5;3;1;1;0;1;0;1;0;0;0
08-01-17 18:00;1;1;0;0;0;0;3;3;0;0;0;0;2;1;1;4;1;3;2;2;0;2;2;0;4;1;0;0;3;2;1;5;3;2;1;0;1;1;1;0;4;3;1;0;0;0;0;0;0
08-01-17 19:00;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;1;1;1;1;0;3;2;1;0;0;0;1;3;3;0;3;0;3;0;0;0;1;1;0;2;2;0;0;0;0;0;0;0
08-01-17 20:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3;1;2;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8;6;2;2;1;1;0;0;0;0;0;0
08-01-17 21:00;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;2;1;1;1;0;1;0;0;0;0;1;0;1;0;0;0;5;3;2;2;0;2;2;1;1;0;0;0
08-01-17 22:00;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;2;1;1;1;1;0;0;0;0
08-01-17 23:00;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
09-01-17 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
09-01-17 1:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-01-17 2:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-01-17 3:00;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
09-01-17 4:00;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09-01-17 5:00;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2;0;0;0;1;0;0;0;1;1;0;2;0;2;0;0;0;1;0;1;2;0;2;0;0;0
09-01-17 6:00;2;1;1;0;0;0;6;4;2;0;0;0;2;2;0;1;1;0;1;0;1;0;0;0;2;0;0;7;2;2;0;8;5;3;2;0;2;5;3;2;0;0;0;2;1;1;0;0;0
09-01-17 7:00;2;0;2;4;3;1;24;20;4;0;0;0;6;5;1;7;7;0;1;0;1;2;1;1;7;0;0;5;0;0;0;8;4;4;1;0;1;7;5;2;9;7;2;12;7;5;0;0;0
09-01-17 8:00;2;2;0;2;2;0;37;23;14;1;1;0;8;3;5;8;6;2;3;1;2;4;4;0;4;1;0;7;0;0;0;11;8;3;3;2;1;12;10;2;6;5;1;14;9;5;1;1;0
09-01-17 9:00;3;0;3;0;0;0;23;16;7;0;0;0;0;0;0;7;2;5;6;3;3;10;1;9;3;2;1;2;9;8;1;8;2;6;0;0;0;11;7;4;10;9;1;11;4;7;0;0;0
09-01-17 10:00;2;2;0;2;2;0;14;4;10;0;0;0;1;1;0;3;2;1;4;2;2;9;2;7;0;1;0;1;5;5;0;3;2;1;1;0;1;10;8;2;7;5;2;5;4;1;0;0;0
09-01-17 11:00;1;0;1;1;0;1;9;3;6;0;0;0;1;0;1;0;0;0;1;1;0;8;2;6;3;0;0;3;5;5;0;1;1;0;2;1;1;7;5;2;11;7;4;3;1;2;0;0;0
09-01-17 12:00;0;0;0;0;0;0;10;3;7;0;0;0;2;1;1;2;1;1;1;1;0;9;4;5;1;1;1;2;6;4;2;1;1;0;2;0;2;7;4;3;9;6;3;4;2;2;0;0;0
09-01-17 13:00;2;2;0;0;0;0;15;6;9;1;1;0;3;2;1;5;3;2;8;5;3;7;4;3;0;1;4;2;2;1;1;4;1;3;1;1;0;3;2;1;7;6;1;2;0;2;0;0;0
09-01-17 14:00;1;1;0;4;2;2;10;6;4;0;0;0;3;2;1;2;0;2;2;1;1;8;4;4;4;1;3;3;9;5;4;5;3;2;3;3;0;4;3;1;15;9;6;8;3;5;0;0;0
09-01-17 15:00;2;2;0;1;0;1;24;12;12;1;1;0;7;1;6;5;2;3;4;4;0;8;1;7;8;1;1;4;12;12;0;7;3;4;2;0;2;11;6;5;14;9;5;8;3;5;2;0;2
09-01-17 16:00;5;2;3;0;0;0;39;12;27;0;0;0;10;0;10;6;2;4;0;0;0;9;5;4;7;2;1;3;3;3;0;8;2;6;4;3;1;21;12;9;12;8;4;12;11;1;0;0;0
09-01-17 17:00;5;5;0;0;0;0;29;12;17;1;1;0;7;2;5;8;2;6;4;2;2;9;4;5;10;0;0;5;2;2;0;12;5;7;1;0;1;13;10;3;3;1;2;7;4;3;1;0;1
09-01-17 18:00;4;2;2;0;0;0;19;8;11;0;0;0;5;1;4;7;2;5;4;3;1;6;1;5;6;2;1;4;0;0;0;8;5;3;3;2;1;14;11;3;10;8;2;11;9;2;1;1;0
09-01-17 19:00;5;2;3;2;0;2;11;6;5;0;0;0;2;0;2;3;0;3;1;0;1;4;3;1;4;1;2;2;0;0;0;4;2;2;1;0;1;9;8;1;5;3;2;5;4;1;1;1;0
09-01-17 20:00;3;2;1;0;0;0;13;4;9;0;0;0;1;0;1;2;0;2;3;2;1;5;3;2;2;0;0;1;1;1;0;5;1;4;0;0;0;2;2;0;8;6;2;6;3;3;0;0;0
09-01-17 21:00;2;1;1;0;0;0;6;4;2;0;0;0;1;0;1;1;0;1;0;0;0;3;2;1;0;1;0;0;0;0;0;2;1;1;2;1;1;6;3;3;1;1;0;3;0;3;0;0;0
09-01-17 22:00;1;1;0;0;0;0;2;1;1;0;0;0;1;0;1;3;0;3;1;1;0;3;1;2;0;0;0;0;5;5;0;1;1;0;0;0;0;7;6;1;1;1;0;2;2;0;0;0;0
09-01-17 23:00;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;2;0;1;1;0;0;0;0
10-01-17 0:00;0;0;0;2;2;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0
10-01-17 1:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;2;2;0;0;0;0;0;0;0
10-01-17 2:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-01-17 3:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10-01-17 4:00;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0
10-01-17 5:00;2;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;3;0;3;1;0;1;2;0;2;1;1;0;0;0;0
10-01-17 6:00;2;2;0;0;0;0;8;6;2;0;0;0;0;0;0;2;2;0;2;1;1;1;0;1;4;0;0;7;1;1;0;10;5;5;1;0;1;3;1;2;1;1;0;3;2;1;0;0;0
10-01-17 7:00;3;0;3;1;1;0;34;31;3;0;0;0;8;7;1;11;9;2;1;1;0;7;3;4;7;0;0;2;3;3;0;8;5;3;1;1;0;15;10;5;4;4;0;12;6;6;1;1;0
