Data;Al. USA - południe;Al. USA - południe Rower IN;Al. USA - południe Rower OUT;Al. USA - północ;Al. USA - północ Rower IN;Al. USA - północ Rower OUT;Banacha;Banacha_IN;Banacha_OUT;Bazyliańska;Bazylia?ska_IN;Bazylia?ska_OUT;Belwederska;Belwederska Rower IN;Belwederska Rower OUT;Dworzec Wilenski (al. Solidarności);Dworzec Wile?ski (Al. Solidarno?ci)_IN;Dworzec Wile?ski (Al. Solidarno?ci)_OUT;Dworzec Wileński Nowy( Targowa);Dworzec Wile?ski Nowy_IN;Dworzec Wile?ski Nowy_OUT;Marszałkowska;Marszałkowska Rower IN;Marszałkowska Rower OUT;Most Gdanski - ścieżka rowerowa;Most Gdański - ciąg pieszo-rowerowy;NSR - Solec - ciąg pieszo-rowerowy;NSR-Solec - ścieżka rowerowa;Praska sciezka rekreacyjna;Piesi;Rowery;Wybrzeże Helskie;Wybrzeże Helskie_nowy Wyb.Helskie IN;Wybrzeże Helskie_nowy Wyb. Helskie OUT;Wysockiego;Wysockiego_IN;Wysockiego_OUT;Świętokrzyska - Emilii Plater, płd;Świętokrzyska - Emilii Plater, płd Rower IN;Świętokrzyska - Emilii Plater, płd Rower OUT;Świętokrzyska - Emilii Plater, płn;Świętokrzyska - Emilii Plater, płn Rower IN;Świętokrzyska - Emilii Plater, płn Rower OUT;Żwirki i Wigury/Trojdena;Żwirki i Wigury/Trojdena Rower IN;Żwirki i Wigury/Trojdena Rower OUT;Żwirki i Wigury/Trojdena;Żwirki i Wigury/Trojdena Rower IN;Żwirki i Wigury/Trojdena Rower OUT
20-01-17 1:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0
20-01-17 2:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20-01-17 3:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20-01-17 4:00;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20-01-17 5:00;2;1;1;0;0;0;5;2;3;0;0;0;1;1;0;0;0;0;1;1;0;4;2;2;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
20-01-17 6:00;2;1;1;0;0;0;4;3;1;0;0;0;1;1;0;4;2;2;0;0;0;0;0;0;4;2;0;6;2;2;0;8;6;2;1;1;0;4;2;2;3;3;0;1;0;1;1;0;1
20-01-17 7:00;5;0;5;0;0;0;33;26;7;0;0;0;4;3;1;10;9;1;2;2;0;0;0;0;6;1;0;5;3;3;0;6;6;0;0;0;0;12;6;6;10;9;1;18;11;7;0;0;0
20-01-17 8:00;1;1;0;0;0;0;47;30;17;1;1;0;6;3;3;14;9;5;5;0;5;8;3;5;5;0;0;3;5;5;0;14;9;5;4;3;1;17;13;4;15;11;4;17;8;9;0;0;0
20-01-17 9:00;3;2;1;0;0;0;25;12;13;1;1;0;6;6;0;2;0;2;4;2;2;9;4;5;6;0;0;4;9;8;1;9;5;4;0;0;0;15;10;5;8;8;0;6;3;3;0;0;0
20-01-17 10:00;0;0;0;0;0;0;8;2;6;0;0;0;2;1;1;6;4;2;1;0;1;6;4;2;1;2;0;2;3;3;0;1;1;0;0;0;0;7;2;5;13;10;3;5;4;1;0;0;0
20-01-17 11:00;2;2;0;0;0;0;3;1;2;0;0;0;3;1;2;1;1;0;4;2;2;8;2;6;1;0;0;1;5;4;1;4;2;2;2;1;1;8;5;3;6;5;1;3;2;1;0;0;0
20-01-17 12:00;0;0;0;0;0;0;10;7;3;0;0;0;4;3;1;1;0;1;2;1;1;6;1;5;2;1;0;2;3;2;1;3;2;1;0;0;0;16;12;4;13;12;1;3;2;1;0;0;0
20-01-17 13:00;0;0;0;0;0;0;6;3;3;1;1;0;2;0;2;7;3;4;2;1;1;6;3;3;0;2;0;5;3;2;1;1;1;0;4;0;4;11;8;3;18;13;5;2;0;2;0;0;0
20-01-17 14:00;3;2;1;0;0;0;10;4;6;0;0;0;3;1;2;6;4;2;2;0;2;6;3;3;1;0;1;3;3;3;0;6;3;3;4;1;3;14;11;3;15;7;8;3;3;0;0;0;0
20-01-17 15:00;2;1;1;0;0;0;25;10;15;0;0;0;7;2;5;7;4;3;3;2;1;9;3;6;9;1;1;1;2;1;1;9;2;7;4;2;2;14;11;3;17;14;3;11;5;6;0;0;0
20-01-17 16:00;3;1;2;0;0;0;23;4;19;1;0;1;4;0;4;13;5;8;4;1;3;11;5;6;5;0;0;9;4;2;2;12;1;11;4;2;2;32;24;8;26;13;13;16;9;7;0;0;0
20-01-17 17:00;3;2;1;0;0;0;34;12;22;0;0;0;6;1;5;11;2;9;7;5;2;8;4;4;8;0;0;2;2;2;0;7;2;5;0;0;0;14;6;8;11;8;3;13;9;4;0;0;0
20-01-17 18:00;2;1;1;0;0;0;23;11;12;1;0;1;4;2;2;5;0;5;4;4;0;6;2;4;1;0;0;1;1;1;0;6;3;3;1;0;1;13;12;1;11;7;4;9;5;4;0;0;0
20-01-17 19:00;0;0;0;0;0;0;10;6;4;0;0;0;2;1;1;6;2;4;1;0;1;6;3;3;2;1;0;4;1;1;0;7;5;2;0;0;0;6;4;2;3;2;1;4;1;3;0;0;0
20-01-17 20:00;2;2;0;0;0;0;6;3;3;0;0;0;4;0;4;5;0;5;0;0;0;2;1;1;1;0;0;2;2;2;0;1;0;1;0;0;0;7;7;0;4;3;1;1;0;1;0;0;0
20-01-17 21:00;0;0;0;0;0;0;2;2;0;0;0;0;3;1;2;4;1;3;0;0;0;0;0;0;1;0;0;0;2;2;0;3;0;3;1;1;0;1;1;0;0;0;0;3;0;3;0;0;0
20-01-17 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;2;1;1;2;0;0;1;2;2;0;1;1;0;0;0;0;5;3;2;2;2;0;1;1;0;0;0;0
20-01-17 23:00;0;0;0;0;0;0;2;2;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;2;2;0;1;0;1;0;0;0;3;1;2;0;0;0;1;1;0;0;0;0
21-01-17 0:00;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0
21-01-17 1:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0
21-01-17 2:00;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
21-01-17 3:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21-01-17 4:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21-01-17 5:00;2;1;1;0;0;0;2;1;1;0;0;0;0;0;0;2;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0
21-01-17 6:00;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;0;6;0;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;1;0;1;0;0;0
21-01-17 7:00;2;0;2;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;3;1;2;3;0;3;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0
21-01-17 8:00;1;1;0;0;0;0;5;3;2;0;0;0;0;0;0;1;1;0;2;1;1;2;0;2;3;4;3;2;16;16;0;2;0;2;0;0;0;3;2;1;0;0;0;4;2;2;0;0;0
21-01-17 9:00;2;2;0;0;0;0;6;5;1;0;0;0;0;0;0;3;3;0;3;2;1;2;0;2;2;1;0;1;19;19;0;3;1;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
21-01-17 10:00;2;1;1;0;0;0;3;2;1;0;0;0;3;2;1;0;0;0;1;0;1;3;3;0;6;4;0;3;13;12;1;0;0;0;3;1;2;4;2;2;3;3;0;3;2;1;0;0;0
21-01-17 11:00;3;2;1;1;0;1;5;2;3;0;0;0;1;0;1;0;0;0;2;0;2;1;1;0;4;0;0;3;8;8;0;7;3;4;4;1;3;7;5;2;5;5;0;1;0;1;0;0;0
21-01-17 12:00;4;2;2;0;0;0;4;2;2;1;1;0;2;1;1;1;1;0;1;0;1;3;2;1;4;0;1;3;12;9;3;5;4;1;5;2;3;6;2;4;4;4;0;5;4;1;0;0;0
21-01-17 13:00;5;0;5;0;0;0;1;1;0;2;2;0;11;5;6;4;1;3;2;1;1;6;2;4;9;1;1;6;19;19;0;11;8;3;2;1;1;8;4;4;4;4;0;7;2;5;0;0;0
21-01-17 14:00;4;3;1;0;0;0;8;4;4;1;0;1;5;3;2;6;2;4;3;0;3;1;0;1;8;2;1;7;11;10;1;6;3;3;12;9;3;10;7;3;6;5;1;3;2;1;0;0;0
21-01-17 15:00;2;2;0;1;0;1;11;4;7;0;0;0;4;2;2;4;3;1;1;1;0;2;1;1;4;1;3;3;21;18;3;4;1;3;1;1;0;3;3;0;11;6;5;6;2;4;0;0;0
21-01-17 16:00;1;1;0;0;0;0;7;5;2;1;0;1;3;2;1;10;1;9;6;4;2;3;2;1;0;1;0;5;11;9;2;2;1;1;3;2;1;3;2;1;5;5;0;2;2;0;0;0;0
21-01-17 17:00;0;0;0;0;0;0;5;4;1;0;0;0;6;3;3;2;1;1;1;1;0;2;0;2;3;1;1;0;3;3;0;3;1;2;6;5;1;6;5;1;3;2;1;3;2;1;0;0;0
21-01-17 18:00;1;0;1;0;0;0;10;5;5;0;0;0;1;0;1;2;1;1;4;3;1;2;1;1;3;0;0;4;3;3;0;1;0;1;3;1;2;7;4;3;5;2;3;2;0;2;0;0;0
21-01-17 19:00;0;0;0;0;0;0;5;2;3;0;0;0;3;0;3;5;1;4;1;0;1;2;2;0;1;0;0;1;1;1;0;1;1;0;1;1;0;2;2;0;3;3;0;0;0;0;0;0;0
21-01-17 20:00;0;0;0;0;0;0;8;5;3;1;1;0;1;1;0;4;0;4;0;0;0;2;0;2;1;0;0;1;3;3;0;0;0;0;1;1;0;2;1;1;3;3;0;4;4;0;0;0;0
21-01-17 21:00;0;0;0;0;0;0;3;0;3;1;1;0;1;1;0;0;0;0;0;0;0;2;0;2;2;0;0;4;5;5;0;0;0;0;2;2;0;5;4;1;3;2;1;3;2;1;0;0;0
21-01-17 22:00;1;0;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;4;4;0;1;0;1;0;0;0;4;1;3;1;0;1;0;0;0;0;0;0
21-01-17 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;3;0;1;1;0;2;0;2;1;0;0;0;3;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
22-01-17 0:00;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;2;2;0;0;0;0;0;0;0
22-01-17 1:00;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22-01-17 2:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22-01-17 3:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0
22-01-17 4:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22-01-17 5:00;1;0;1;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
22-01-17 6:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
22-01-17 7:00;0;0;0;0;0;0;4;2;2;0;0;0;2;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;4;4;0;3;2;1;1;1;0;0;0;0;1;1;0;2;2;0;0;0;0
22-01-17 8:00;3;3;0;0;0;0;3;1;2;0;0;0;0;0;0;2;2;0;0;0;0;1;0;1;0;1;0;1;5;5;0;2;0;2;1;0;1;5;3;2;1;1;0;2;1;1;0;0;0
22-01-17 9:00;1;1;0;0;0;0;2;1;1;0;0;0;1;0;1;2;2;0;0;0;0;1;0;1;4;0;3;4;10;10;0;4;1;3;1;1;0;3;3;0;0;0;0;1;1;0;0;0;0
22-01-17 10:00;2;0;2;0;0;0;3;1;2;0;0;0;3;3;0;1;1;0;2;1;1;1;1;0;7;3;0;3;16;15;1;9;3;6;2;0;2;7;4;3;2;2;0;0;0;0;0;0;0
22-01-17 11:00;4;2;2;0;0;0;7;2;5;0;0;0;3;0;3;4;2;2;3;1;2;2;0;2;10;1;0;2;12;11;1;7;6;1;4;1;3;5;4;1;1;1;0;1;1;0;0;0;0
22-01-17 12:00;0;0;0;2;2;0;5;1;4;0;0;0;6;0;6;5;1;4;3;1;2;5;3;2;4;3;4;4;24;24;0;6;4;2;3;1;2;5;4;1;4;3;1;5;3;2;0;0;0
22-01-17 13:00;2;1;1;0;0;0;4;1;3;1;0;1;7;3;4;12;5;7;2;2;0;4;3;1;14;2;3;5;24;22;2;7;3;4;5;3;2;6;6;0;6;5;1;2;1;1;0;0;0
22-01-17 14:00;8;2;6;1;0;1;31;13;18;1;1;0;8;3;5;7;3;4;8;6;2;1;0;1;10;2;2;12;31;29;2;7;3;4;3;1;2;10;6;4;17;13;4;5;4;1;0;0;0
22-01-17 15:00;7;5;2;1;0;1;7;6;1;0;0;0;1;0;1;6;3;3;6;3;3;5;4;1;6;2;4;7;19;17;2;5;1;4;1;0;1;5;2;3;11;4;7;5;2;3;0;0;0
22-01-17 16:00;3;2;1;0;0;0;2;0;2;3;2;1;3;3;0;5;5;0;2;2;0;4;1;3;4;1;1;4;14;14;0;4;2;2;2;2;0;8;4;4;5;5;0;2;1;1;0;0;0
22-01-17 17:00;0;0;0;0;0;0;3;1;2;0;0;0;2;1;1;7;4;3;5;1;4;3;1;2;1;0;1;4;6;4;2;4;3;1;6;1;5;2;0;2;2;2;0;3;2;1;0;0;0
22-01-17 18:00;4;1;3;0;0;0;1;0;1;0;0;0;2;1;1;6;3;3;3;2;1;2;1;1;4;0;0;1;4;4;0;1;0;1;0;0;0;4;2;2;6;5;1;1;1;0;0;0;0
22-01-17 19:00;0;0;0;0;0;0;5;2;3;1;1;0;4;3;1;3;1;2;1;0;1;3;0;3;4;1;1;4;2;2;0;5;3;2;4;3;1;3;1;2;3;2;1;6;5;1;0;0;0
22-01-17 20:00;0;0;0;0;0;0;8;4;4;0;0;0;1;0;1;5;3;2;7;5;2;1;1;0;0;1;1;3;2;2;0;4;3;1;0;0;0;4;3;1;2;1;1;0;0;0;0;0;0
22-01-17 21:00;0;0;0;0;0;0;2;1;1;0;0;0;2;0;2;2;0;2;5;4;1;2;1;1;1;0;0;1;2;1;1;4;1;3;1;1;0;2;1;1;2;1;1;0;0;0;0;0;0
22-01-17 22:00;0;0;0;0;0;0;2;1;1;0;0;0;1;0;1;3;0;3;0;0;0;3;1;2;0;1;0;3;0;0;0;2;1;1;2;1;1;1;1;0;3;2;1;0;0;0;0;0;0
22-01-17 23:00;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;4;2;2;0;0;0;0;0;0
23-01-17 0:00;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23-01-17 1:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23-01-17 2:00;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23-01-17 3:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23-01-17 4:00;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23-01-17 5:00;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;1;2;0;2;2;0;2;1;0;0;2;0;0;0;1;1;0;2;0;2;3;1;2;0;0;0;1;1;0;0;0;0
23-01-17 6:00;4;1;3;0;0;0;6;3;3;1;1;0;1;1;0;2;0;2;8;6;2;3;1;2;7;0;0;9;1;1;0;10;9;1;4;2;2;6;5;1;4;3;1;0;0;0;0;0;0
23-01-17 7:00;7;0;7;0;0;0;39;31;8;1;1;0;8;5;3;12;11;1;4;3;1;9;5;4;20;3;0;11;1;1;0;17;9;8;3;2;1;18;14;4;14;11;3;28;13;15;0;0;0
23-01-17 8:00;6;6;0;0;0;0;60;38;22;1;1;0;11;10;1;12;9;3;7;2;5;7;2;5;22;1;1;11;7;7;0;16;13;3;4;2;2;24;19;5;15;14;1;25;13;12;0;0;0
23-01-17 9:00;3;1;2;0;0;0;31;17;14;0;0;0;11;7;4;5;4;1;1;1;0;9;1;8;12;3;1;8;2;2;0;16;10;6;0;0;0;21;16;5;18;16;2;18;11;7;0;0;0
23-01-17 10:00;1;1;0;1;0;1;18;11;7;0;0;0;8;3;5;5;5;0;2;0;2;12;1;11;5;1;1;4;4;3;1;5;1;4;0;0;0;14;10;4;13;12;1;6;4;2;0;0;0
23-01-17 11:00;2;0;2;0;0;0;19;9;10;0;0;0;5;1;4;5;4;1;5;3;2;8;4;4;6;1;1;8;6;5;1;9;7;2;1;0;1;22;16;6;15;12;3;7;5;2;0;0;0
23-01-17 12:00;3;2;1;0;0;0;12;2;10;1;1;0;3;2;1;3;2;1;5;3;2;14;4;10;11;4;1;6;11;8;3;13;9;4;3;0;3;12;9;3;18;10;8;7;6;1;0;0;0
23-01-17 13:00;5;3;2;0;0;0;18;7;11;0;0;0;1;0;1;5;3;2;6;3;3;9;7;2;16;3;1;2;12;11;1;6;3;3;4;3;1;13;9;4;14;8;6;6;3;3;0;0;0
23-01-17 14:00;2;2;0;2;1;1;16;7;9;3;2;1;7;1;6;15;10;5;6;2;4;10;6;4;11;2;3;4;9;8;1;13;3;10;5;4;1;19;13;6;19;9;10;6;5;1;0;0;0
23-01-17 15:00;8;6;2;0;0;0;26;10;16;2;2;0;14;2;12;10;2;8;6;3;3;16;4;12;5;3;1;16;6;6;0;20;6;14;7;3;4;22;19;3;27;18;9;18;10;8;0;0;0
23-01-17 16:00;5;4;1;0;0;0;50;18;32;2;1;1;14;5;9;11;4;7;12;7;5;22;7;15;21;5;1;17;8;8;0;16;3;13;8;7;1;33;27;6;24;17;7;23;12;11;1;0;1
23-01-17 17:00;9;3;6;0;0;0;50;15;35;1;1;0;14;2;12;15;5;10;11;5;6;16;6;10;13;4;1;9;0;0;0;32;13;19;5;1;4;34;29;5;13;11;2;25;16;9;1;0;1
23-01-17 18:00;4;1;3;1;0;1;28;13;15;2;0;2;8;1;7;6;1;5;3;2;1;5;1;4;14;0;2;12;1;1;0;11;4;7;5;2;3;27;21;6;10;6;4;16;11;5;0;0;0
23-01-17 19:00;2;1;1;1;0;1;17;9;8;0;0;0;7;3;4;5;2;3;12;7;5;3;1;2;6;2;1;2;0;0;0;6;4;2;3;0;3;12;8;4;11;6;5;13;5;8;0;0;0
23-01-17 20:00;1;1;0;0;0;0;9;3;6;0;0;0;1;0;1;3;0;3;5;3;2;4;1;3;1;1;1;3;0;0;0;4;2;2;4;1;3;7;5;2;5;2;3;8;4;4;0;0;0
23-01-17 21:00;3;2;1;0;0;0;9;4;5;0;0;0;1;1;0;3;0;3;3;3;0;0;0;0;0;0;0;1;1;1;0;10;6;4;1;0;1;8;5;3;10;4;6;7;1;6;0;0;0
23-01-17 22:00;0;0;0;0;0;0;6;4;2;0;0;0;3;0;3;2;0;2;3;1;2;2;1;1;0;0;0;2;0;0;0;2;0;2;0;0;0;7;5;2;2;2;0;2;0;2;0;0;0
23-01-17 23:00;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;2;1;1;0;0;0
24-01-17 0:00;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24-01-17 1:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
24-01-17 2:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24-01-17 3:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24-01-17 4:00;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24-01-17 5:00;4;2;2;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;3;0;3;0;0;0;3;0;0;0;3;1;2;2;0;2;2;1;1;1;1;0;1;1;0;0;0;0
24-01-17 6:00;2;0;2;0;0;0;10;9;1;0;0;0;3;2;1;5;5;0;7;3;4;3;2;1;5;0;0;8;1;1;0;7;4;3;2;1;1;10;9;1;11;7;4;6;3;3;0;0;0
24-01-17 7:00;5;1;4;0;0;0;45;40;5;0;0;0;14;10;4;18;18;0;3;2;1;6;3;3;12;4;1;14;3;3;0;21;16;5;3;3;0;21;19;2;11;8;3;19;10;9;0;0;0
24-01-17 8:00;14;7;7;0;0;0;47;27;20;1;0;1;18;14;4;14;12;2;7;2;5;10;2;8;19;4;2;18;6;6;0;20;14;6;5;1;4;22;18;4;23;20;3;29;17;12;1;0;1
24-01-17 9:00;2;1;1;1;0;1;30;17;13;0;0;0;9;5;4;3;1;2;2;1;1;15;6;9;10;2;1;5;9;8;1;10;6;4;3;3;0;15;13;2;21;20;1;12;12;0;0;0;0
24-01-17 10:00;2;2;0;0;0;0;17;6;11;0;0;0;1;1;0;3;3;0;3;1;2;5;0;5;1;1;0;2;4;4;0;7;3;4;1;0;1;10;8;2;9;7;2;5;4;1;0;0;0
24-01-17 11:00;2;2;0;0;0;0;15;8;7;0;0;0;4;2;2;3;3;0;3;0;3;9;6;3;4;1;1;2;3;2;1;9;2;7;0;0;0;14;11;3;12;8;4;5;2;3;0;0;0
24-01-17 12:00;2;2;0;0;0;0;11;5;6;1;1;0;3;1;2;3;2;1;3;2;1;5;2;3;2;0;0;4;9;8;1;2;1;1;2;0;2;6;4;2;20;17;3;1;0;1;0;0;0
24-01-17 13:00;1;1;0;1;0;1;16;8;8;0;0;0;5;1;4;7;3;4;3;1;2;7;3;4;6;1;0;2;5;5;0;8;5;3;0;0;0;5;5;0;15;12;3;8;4;4;0;0;0
24-01-17 14:00;4;1;3;0;0;0;10;5;5;1;0;1;0;0;0;5;3;2;5;3;2;9;7;2;2;0;1;4;4;4;0;3;1;2;3;3;0;17;14;3;9;6;3;9;7;2;0;0;0
24-01-17 15:00;2;2;0;1;1;0;14;3;11;1;1;0;9;1;8;9;5;4;6;2;4;9;2;7;9;2;2;17;5;4;1;10;5;5;3;1;2;16;11;5;25;16;9;8;6;2;0;0;0
24-01-17 16:00;2;1;1;0;0;0;50;14;36;1;1;0;19;3;16;7;1;6;8;3;5;10;3;7;11;0;2;21;1;1;0;18;3;15;2;1;1;28;23;5;19;13;6;21;14;7;0;0;0
24-01-17 17:00;4;2;2;0;0;0;47;21;26;0;0;0;14;5;9;12;1;11;9;4;5;6;3;3;19;3;0;7;1;1;0;24;6;18;3;1;2;32;28;4;21;16;5;18;9;9;1;0;1
24-01-17 18:00;8;6;2;1;0;1;25;9;16;2;2;0;15;4;11;11;3;8;2;1;1;12;5;7;18;2;0;7;2;2;0;17;7;10;1;0;1;28;22;6;14;7;7;13;9;4;0;0;0
24-01-17 19:00;3;0;3;0;0;0;16;10;6;0;0;0;3;1;2;5;1;4;6;3;3;7;5;2;4;2;2;8;0;0;0;10;7;3;1;1;0;16;13;3;7;6;1;10;8;2;0;0;0
24-01-17 20:00;1;1;0;0;0;0;6;3;3;0;0;0;0;0;0;7;2;5;3;1;2;4;3;1;8;1;0;4;0;0;0;1;1;0;1;1;0;12;10;2;7;3;4;7;3;4;2;1;1
24-01-17 21:00;1;0;1;0;0;0;2;1;1;0;0;0;1;0;1;1;0;1;3;1;2;1;0;1;5;0;0;4;4;3;1;7;3;4;1;0;1;4;3;1;4;3;1;3;1;2;0;0;0
