"Data","Bora-Komorowskiego","Bulwary","Dworzec Główny","Klimeckiego","Kopernika","Kotlarska","Mogilska","Monte Cassino","Nowohucka","Smoleńsk","Tyniecka","Wadowicka","Wielicka"
"2017-08-31 00:00:00",,"3712",,,,"0","4588",,,,,"1083","1495"
"2017-08-30 00:00:00",,"3526",,,,"0","4678",,,,,"1018","1517"
"2017-08-29 00:00:00",,"3408",,,,"0","4558",,,,,"1050","1488"
"2017-08-28 00:00:00",,"2583",,,,"0","3924",,,,,"955","1276"
"2017-08-27 00:00:00",,"3156",,,,"0","2097",,,,,"367","843"
"2017-08-26 00:00:00",,"2345",,,,"0","1818",,,,,"367","632"
"2017-08-25 00:00:00",,"2742",,,,"0","3781",,,,,"861","1226"
"2017-08-24 00:00:00",,"3404",,,,"6142","4173",,,,,"935","1369"
"2017-08-23 00:00:00",,"2290",,,,"0","3527",,,,,"873","1109"
"2017-08-22 00:00:00",,"2545",,,,"0","3803",,,,,"849","1288"
"2017-08-21 00:00:00",,"2208",,,,"3111","3310",,,,,"801","1074"
"2017-08-20 00:00:00",,"134",,,,"0","253",,,,,"54","84"
"2017-08-19 00:00:00",,"1459",,,,"1044","1378",,,,,"223","515"
"2017-08-18 00:00:00",,"2903",,,,"2919","3819",,,,,"567","1303"
"2017-08-17 00:00:00",,"3047",,,,"3150","4208",,,,,"730","1388"
"2017-08-16 00:00:00",,"3021",,,,"3174","4049",,,,,"837","1354"
"2017-08-15 00:00:00",,"4705",,,,"2387","2733",,,,,"412","1235"
"2017-08-14 00:00:00",,"2648",,,,"1273","2868",,,,,"639","1072"
"2017-08-13 00:00:00",,"2577",,,,"0","1673",,,,,"313","644"
"2017-08-12 00:00:00",,"667",,,,"547","855",,,,,"131","323"
"2017-08-11 00:00:00",,"2380",,,,"2679","3558",,,,,"484","1178"
"2017-08-10 00:00:00",,"2659",,,,"3018","3900",,,,,"534","1275"
"2017-08-09 00:00:00",,"3287",,,,"3474","4297",,,,,"829","1431"
"2017-08-08 00:00:00",,"3095",,,,"3291","4220",,,,,"901","1385"
"2017-08-07 00:00:00",,"2034",,,,"2095","2876",,,,,"693","843"
"2017-08-06 00:00:00",,"1400",,,,"924","1360",,,,,"175","409"
"2017-08-05 00:00:00",,"2671",,,,"1611","1825",,,,,"297","768"
"2017-08-04 00:00:00",,"2414",,,,"2662","3514",,,,,"556","1147"
"2017-08-03 00:00:00",,"2563",,,,"2940","3810",,,,,"567","1197"
"2017-08-02 00:00:00",,"2860",,,,"3070","3883",,,,,"649","1242"
"2017-08-01 00:00:00",,"2920",,,,"3313","4135",,,,,"614","1318"
"2017-07-31 00:00:00",,"2856",,,,"3147","4004",,,,,"673","1306"
"2017-07-30 00:00:00",,"3356",,,,"1888","2049",,,,,"359","823"
"2017-07-29 00:00:00",,"3276",,,,"1802","2352",,,,,"500","912"
"2017-07-28 00:00:00",,"1960",,,,"2230","3076",,,,,"736","1039"
"2017-07-27 00:00:00",,"2973",,,,"3266","4154",,,,,"1047","1456"
"2017-07-26 00:00:00",,"3122",,,,"3228","4031",,,,,"1057","1465"
"2017-07-25 00:00:00",,"1834",,,,"2488","3178",,,,,"829","1041"
"2017-07-24 00:00:00",,"2706",,,,"3104","4031",,,,,"917","1318"
"2017-07-23 00:00:00",,"2327",,,,"1439","1768",,,,,"260","682"
"2017-07-22 00:00:00",,"3148",,,,"1827","2209",,,,,"405","885"
"2017-07-21 00:00:00",,"2074",,,,"2435","3026",,,,,"588","924"
"2017-07-20 00:00:00",,"3790",,,,"4182","4567",,,,,"915","1529"
"2017-07-19 00:00:00",,"3686",,,,"3738","4555",,,,,"904","1497"
"2017-07-18 00:00:00",,"3990",,,,"3908","4717",,,,,"1043","1556"
"2017-07-17 00:00:00",,"2489",,,,"2868","3801",,,,,"1037","1318"
"2017-07-16 00:00:00",,"4445",,,,"2119","2477",,,,,"492","1051"
"2017-07-15 00:00:00",,"1597",,,,"996","1332",,,,,"355","470"
"2017-07-14 00:00:00",,"2760",,,,"2850","3732",,,,,"1021","1246"
"2017-07-13 00:00:00",,"1442",,,,"1520","2162",,,,,"599","730"
"2017-07-12 00:00:00",,"3388",,,,"3589","4607",,,,,"1026","1455"
"2017-07-11 00:00:00",,"1759",,,,"2139","2968",,,,,"654","906"
"2017-07-10 00:00:00",,"2430",,,,"2771","3689",,,,,"951","1155"
"2017-07-09 00:00:00",,"4059",,,,"2194","2554",,,,,"571","1062"
"2017-07-08 00:00:00",,"1521",,,,"955","1393",,,,,"496","551"
"2017-07-07 00:00:00",,"1861",,,,"2347","3327",,,,,"921","1063"
"2017-07-06 00:00:00",,"3139",,,,"3113","4247",,,,,"1092","1337"
"2017-07-05 00:00:00",,"2375",,,,"2901","3910",,,,,"952","1320"
"2017-07-04 00:00:00",,"3016",,,,"3194","4267",,,,,"981","1410"
"2017-07-03 00:00:00",,"2664",,,,"3146","4117",,,,,"1122","1385"
"2017-07-02 00:00:00",,"1239",,,,"939","1268",,,,,"392","468"
"2017-07-01 00:00:00",,"1718",,,,"1238","1560",,,,,"526","627"
"2017-06-30 00:00:00",,"2272",,,,"3222","4130",,,,,"834","1307"
"2017-06-29 00:00:00",,"2092",,,,"2881","3989",,,,,"699","1239"
"2017-06-28 00:00:00",,"2130",,,,"3370","4325",,,,,"903","1398"
"2017-06-27 00:00:00",,"2941",,,,"3738","4737",,,,,"943","1509"
"2017-06-26 00:00:00",,"2088",,,,"3346","4422",,,,,"881","1469"
"2017-06-25 00:00:00",,"3500",,,,"2175","2691",,,,,"537","1013"
"2017-06-24 00:00:00",,"3032",,,,"1858","2827",,,,,"544","984"
"2017-06-23 00:00:00",,"1283",,,,"1838","2746",,,,,"699","790"
"2017-06-22 00:00:00",,"3179",,,,"3619","4956",,,,,"1003","1593"
"2017-06-21 00:00:00",,"3146",,,,"3835","5047",,,,,"991","1605"
"2017-06-20 00:00:00",,"3559",,,,"3749","4995",,,,,"1005","1572"
"2017-06-19 00:00:00",,"2835",,,,"3338","4546",,,,,"1131","1529"
"2017-06-18 00:00:00",,"2936",,,,"1607","2024",,,,,"447","860"
"2017-06-17 00:00:00",,"454",,,,"449","661",,,,,"181","221"
"2017-06-16 00:00:00",,"948",,,,"1089","1484",,,,,"463","628"
"2017-06-15 00:00:00",,"4658",,,,"2363","2662",,,,,"606","1311"
"2017-06-14 00:00:00",,"1931",,,,"2610","3686",,,,,"913","1166"
"2017-06-13 00:00:00",,"2179",,,,"3091","4329",,,,,"1158","1370"
"2017-06-12 00:00:00",,"1963",,,,"2450","3391",,,,,"987","1287"
"2017-06-11 00:00:00",,"4043",,,,"2305","2690",,,,,"522","1096"
"2017-06-10 00:00:00",,"1084",,,,"913","1301",,,,,"379","492"
"2017-06-09 00:00:00",,"3109",,,,"3370","4310",,,,,"1026","1431"
"2017-06-08 00:00:00",,"3125",,,,"3460","4522",,,,,"1024","1553"
"2017-06-07 00:00:00",,"2728",,,,"3087","4213",,,,,"1099","1245"
"2017-06-06 00:00:00",,"2579",,,,"3098","4227",,,,,"1052","1322"
"2017-06-05 00:00:00",,"2552",,,,"2835","3894",,,,,"992","1131"
"2017-06-04 00:00:00",,"2961",,,,"1513","1905",,,,,"338","799"
"2017-06-03 00:00:00",,"4020",,,,"2255","2802",,,,,"593","1115"
"2017-06-02 00:00:00",,"3494",,,,"3263","4399",,,,,"1041","1333"
"2017-06-01 00:00:00",,"3623",,,,"3415","4631",,,,,"1115","1460"
"2017-05-31 00:00:00",,"2764",,,,"2829","3651",,,,,"973","1178"
"2017-05-30 00:00:00",,"2280",,,,"2665","3709",,,,,"1026","1152"
"2017-05-29 00:00:00",,"3602",,,,"3376","4430",,,,,"1121","1510"
"2017-05-28 00:00:00",,"5172",,,,"2446","2775",,,,,"555","1279"
"2017-05-27 00:00:00",,"3156",,,,"1767","2143",,,,,"474","928"
"2017-05-26 00:00:00",,"2069",,,,"2139","3025",,,,,"741","919"
"2017-05-25 00:00:00",,"1283",,,,"1334","2029",,,,,"480","552"
"2017-05-24 00:00:00",,"938",,,,"1284","1848",,,,,"467","588"
"2017-05-23 00:00:00",,"1984",,,,"2292","3137",,,,,"810","1055"
"2017-05-22 00:00:00",,"3073",,,,"2991","3997",,,,,"998","1273"
"2017-05-21 00:00:00",,"1553",,,,"913","1302",,,,,"274","462"
"2017-05-20 00:00:00",,"2413",,,,"1493","1919",,,,,"417","742"
"2017-05-19 00:00:00",,"3477",,,,"3218","4003",,,,,"914","1368"
"2017-05-18 00:00:00",,"3615",,,,"3181","4402",,,,,"1019","1348"
"2017-05-17 00:00:00",,"3468",,,,"3125","4157",,,,,"909","1264"
"2017-05-16 00:00:00",,"1794",,,,"1732","2673",,,,,"605","772"
"2017-05-15 00:00:00",,"2272",,,,"2275","3234",,,,,"698","1024"
"2017-05-14 00:00:00",,"4706",,,,"1952","2341",,,,,"440","1063"
"2017-05-13 00:00:00",,"594",,,,"460","738",,,,,"149","186"
"2017-05-12 00:00:00",,"966",,,,"904","1367",,,,,"313","458"
"2017-05-11 00:00:00",,"2838",,,,"2106","3031",,,,,"624","994"
"2017-05-10 00:00:00",,"1203",,,,"1268","1920",,,,,"421","563"
"2017-05-09 00:00:00",,"1074",,,,"1190","1785",,,,,"409","539"
"2017-05-08 00:00:00",,"978",,,,"985","1593",,,,,"351","452"
"2017-05-07 00:00:00",,"1900",,,,"693","1026",,,,,"228","416"
"2017-05-06 00:00:00",,"1131",,,,"657","1058",,,,,"211","418"
"2017-05-05 00:00:00",,"1719",,,,"1312","1812",,,,,"411","681"
"2017-05-04 00:00:00",,"760",,,,"775","1163",,,,,"295","382"
"2017-05-03 00:00:00",,"1494",,,,"622","957",,,,,"144","419"
"2017-05-02 00:00:00",,"691",,,,"533","758",,,,,"175","312"
"2017-05-01 00:00:00",,"1932",,,,"941","1135",,,,,"198","552"
"2017-04-30 00:00:00",,"784",,,,"503","677",,,,,"104","305"
"2017-04-29 00:00:00",,"686",,,,"430","625",,,,,"121","250"
"2017-04-28 00:00:00",,"234",,,,"300","510",,,,,"132","145"
"2017-04-27 00:00:00",,"258",,,,"340","527",,,,,"131","150"
"2017-04-26 00:00:00",,"440",,,,"614","954",,,,,"220","249"
"2017-04-25 00:00:00",,"1391",,,,"1446","2200",,,,,"471","655"
"2017-04-24 00:00:00",,"1092",,,,"1192","1769",,,,,"362","475"
"2017-04-23 00:00:00",,"492",,,,"291","577",,,,,"134","164"
"2017-04-22 00:00:00",,"584",,,,"387","584",,,,,"117","174"
"2017-04-21 00:00:00",,"764",,,,"822","1295",,,,,"326","348"
"2017-04-20 00:00:00",,"478",,,,"610","1030",,,,,"266","245"
"2017-04-19 00:00:00",,"272",,,,"387","611",,,,,"135","161"
"2017-04-18 00:00:00",,"165",,,,"223","360",,,,,"87","109"
"2017-04-17 00:00:00",,"412",,,,"173","302",,,,,"53","134"
"2017-04-16 00:00:00",,"333",,,,"147","226",,,,,"46","79"
"2017-04-15 00:00:00",,"579",,,,"266","436",,,,,"78","181"
"2017-04-14 00:00:00",,"705",,,,"674","1076",,,,,"236","353"
"2017-04-13 00:00:00",,"548",,,,"662","1083",,,,,"238","322"
"2017-04-12 00:00:00",,"1077",,,,"1263","1966",,,,,"390","528"
"2017-04-11 00:00:00",,"739",,,,"832","1432",,,,,"315","411"
"2017-04-10 00:00:00",,"2830",,,,"2195","3119",,,,,"628","1089"
"2017-04-09 00:00:00",,"2812",,,,"1142","1557",,,,,"265","618"
"2017-04-08 00:00:00",,"1058",,,,"562","956",,,,,"181","319"
"2017-04-07 00:00:00",,"360",,,,"497","730",,,,,"198","206"
"2017-04-06 00:00:00",,"521",,,,"688","1093",,,,,"279","285"
"2017-04-05 00:00:00",,"1313",,,,"1337","2002",,,,,"447","618"
"2017-04-04 00:00:00",,"2013",,,,"1871","2791",,,,,"562","826"
"2017-04-03 00:00:00",,"1542",,,,"1644","2511",,,,,"510","748"
"2017-04-02 00:00:00",,"4262",,,,"1620","2177",,,,,"357","930"
"2017-04-01 00:00:00",,"3701",,,,"1563","2027",,,,,"335","789"
"2017-03-31 00:00:00",,"2220",,,,"1666","2498",,,,,"496","752"
"2017-03-30 00:00:00",,"1122",,,,"1140","1753",,,,,"399","495"
"2017-03-29 00:00:00",,"1382",,,,"1481","2168",,,,,"435","647"
"2017-03-28 00:00:00",,"2183",,,,"1781","2382",,,,,"482","711"
"2017-03-27 00:00:00",,"1364",,,,"1207","1778",,,,,"361","575"
"2017-03-26 00:00:00",,"750",,,,"331","593",,,,,"115","195"
"2017-03-25 00:00:00",,"1066",,,,"555","821",,,,,"164","319"
"2017-03-24 00:00:00",,"607",,,,"807","1160",,,,,"268","300"
"2017-03-23 00:00:00",,"507",,,,"682","1041",,,,,"210","245"
"2017-03-22 00:00:00",,"245",,,,"302","502",,,,,"124","106"
"2017-03-21 00:00:00",,"1360",,,,"1224","1883",,,,,"388","558"
"2017-03-20 00:00:00",,"600",,,,"678","1112",,,,,"235","258"
"2017-03-19 00:00:00",,"602",,,,"340","548",,,,,"98","161"
"2017-03-18 00:00:00",,"129",,,,"148","233",,,,,"52","87"
"2017-03-17 00:00:00",,"958",,,,"886","1390",,,,,"316","428"
"2017-03-16 00:00:00",,"690",,,,"851","1293",,,,,"282","384"
"2017-03-15 00:00:00",,"676",,,,"803","1220",,,,,"286","311"
"2017-03-14 00:00:00",,"688",,,,"789","1324",,,,,"320","368"
"2017-03-13 00:00:00",,"539",,,,"705","1056",,,,,"278","286"
"2017-03-12 00:00:00",,"275",,,,"178","346",,,,,"54","85"
"2017-03-11 00:00:00",,"711",,,,"410","668",,,,,"99","244"
"2017-03-10 00:00:00",,"513",,,,"611","961",,,,,"312","254"
"2017-03-09 00:00:00",,"383",,,,"556","897",,,,,"230","217"
"2017-03-08 00:00:00",,"577",,,,"726","1139",,,,,"209","277"
"2017-03-07 00:00:00",,"681",,,,"760","1160",,,,,"220","311"
"2017-03-06 00:00:00",,"364",,,,"456","786",,,,,"161","189"
"2017-03-05 00:00:00",,"1930",,,,"726","1046",,,,,"153","374"
"2017-03-04 00:00:00",,"1611",,,,"660","1013",,,,,"184","380"
"2017-03-03 00:00:00",,"679",,,,"690","1129",,,,,"195","322"
"2017-03-02 00:00:00",,"633",,,,"702","1083",,,,,"264","296"
"2017-03-01 00:00:00",,"458",,,,"552","947",,,,,"185","220"
"2017-02-28 00:00:00",,"777",,,,"825","1224",,,,,"299","384"
"2017-02-27 00:00:00",,"974",,,,"802","1199",,,,,"248","328"
"2017-02-26 00:00:00",,"301",,,,"179","290",,,,,"78","101"
"2017-02-25 00:00:00",,"252",,,,"171","278",,,,,"63","90"
"2017-02-24 00:00:00",,"238",,,,"384","547",,,,,"130","146"
"2017-02-23 00:00:00",,"218",,,,"360","512",,,,,"133","150"
"2017-02-22 00:00:00",,"254",,,,"400","571",,,,,"139","154"
"2017-02-21 00:00:00",,"200",,,,"287","449",,,,,"112","123"
"2017-02-20 00:00:00",,"452",,,,"541","692",,,,,"184","217"
"2017-02-19 00:00:00",,"146",,,,"121","189",,,,,"54","88"
"2017-02-18 00:00:00",,"97",,,,"94","175",,,,,"46","42"
"2017-02-17 00:00:00",,"207",,,,"315","411",,,,,"153","106"
"2017-02-16 00:00:00",,"373",,,,"367","569",,,,,"179","166"
"2017-02-15 00:00:00",,"283",,,,"371","526",,,,,"167","170"
"2017-02-14 00:00:00",,"225",,,,"318","449",,,,,"131","141"
"2017-02-13 00:00:00",,"167",,,,"274","368",,,,,"136","129"
"2017-02-12 00:00:00",,"114",,,,"109","157",,,,,"27","50"
"2017-02-11 00:00:00",,"117",,,,"98","169",,,,,"43","40"
"2017-02-10 00:00:00",,"158",,,,"274","405",,,,,"119","111"
"2017-02-09 00:00:00",,"135",,,,"250","383",,,,,"147","106"
"2017-02-08 00:00:00",,"153",,,,"283","406",,,,,"125","115"
"2017-02-07 00:00:00",,"155",,,,"262","406",,,,,"132","115"
"2017-02-06 00:00:00",,"169",,,,"310","423",,,,,"110","113"
"2017-02-05 00:00:00",,"48",,,,"46","112",,,,,"22","24"
"2017-02-04 00:00:00",,"54",,,,"74","156",,,,,"37","51"
"2017-02-03 00:00:00",,"113",,,,"252","374",,,,,"109","86"
"2017-02-02 00:00:00",,"121",,,,"235","353",,,,,"100","117"
"2017-02-01 00:00:00",,"161",,,,"288","395",,,,,"94","100"
"2017-01-31 00:00:00",,"157",,,,"274","373",,,,,"103","116"
"2017-01-30 00:00:00",,"146",,,,"254","331",,,,,"127","91"
"2017-01-29 00:00:00",,"55",,,,"70","125",,,,,"49","33"
"2017-01-28 00:00:00",,"76",,,,"76","173",,,,,"26","52"
"2017-01-27 00:00:00",,"181",,,,"319","447",,,,,"161","111"
"2017-01-26 00:00:00",,"161",,,,"291","479",,,,,"122","111"
"2017-01-25 00:00:00",,"174",,,,"342","501",,,,,"102","139"
"2017-01-24 00:00:00",,"159",,,,"309","449",,,,,"128","124"
"2017-01-23 00:00:00",,"172",,,,"317","484",,,,,"104","135"
"2017-01-22 00:00:00",,"99",,,,"97","148",,,,,"23","51"
"2017-01-21 00:00:00",,"57",,,,"94","192",,,,,"48","42"
"2017-01-20 00:00:00",,"127",,,,"279","407",,,,,"96","82"
"2017-01-19 00:00:00",,"112",,,,"255","435",,,,,"124","130"
"2017-01-18 00:00:00",,"129",,,,"270","445",,,,,"123","89"
"2017-01-17 00:00:00",,"118",,,,"309","519",,,,,"120","133"
"2017-01-16 00:00:00",,"96",,,,"288","514",,,,,"107","117"
"2017-01-15 00:00:00",,"34",,,,"28","125",,,,,"13","26"
"2017-01-14 00:00:00",,"29",,,,"98","191",,,,,"27","46"
"2017-01-13 00:00:00",,"36",,,,"317","479",,,,,"157","115"
"2017-01-12 00:00:00",,"24",,,,"245","394",,,,,"89","99"
"2017-01-11 00:00:00",,"6",,,,"234","366",,,,,"66","74"
"2017-01-10 00:00:00",,"10",,,,"224","387",,,,,"38","95"
"2017-01-09 00:00:00",,"4",,,,"198","326",,,,,"31","92"
"2017-01-08 00:00:00",,"0",,,,"41","86",,,,,"1","18"
"2017-01-07 00:00:00",,"0",,,,"27","55",,,,,"12","24"
"2017-01-06 00:00:00",,"0",,,,"50","60",,,,,"24","14"
"2017-01-05 00:00:00",,"1",,,,"230","369",,,,,"43","103"
"2017-01-04 00:00:00",,"0",,,,"246","411",,,,,"73","96"
"2017-01-03 00:00:00",,"136",,,,"262","414",,,,,"74","92"
"2017-01-02 00:00:00",,"262",,,,"315","495",,,,,"149","136"
"2017-01-01 00:00:00",,"201",,,,"80","172",,,,,"74","50"
"2016-12-31 00:00:00",,"134",,,,"119","210",,,,,"65","76"
"2016-12-30 00:00:00",,"262",,,,"284","495",,,,,"143","134"
"2016-12-29 00:00:00",,"284",,,,"303","552",,,,,"172","141"
"2016-12-28 00:00:00",,"258",,,,"316","525",,,,,"142","116"
"2016-12-27 00:00:00",,"130",,,,"165","317",,,,,"125","81"
"2016-12-26 00:00:00",,"82",,,,"47","93",,,,,"37","28"
"2016-12-25 00:00:00",,"39",,,,"15","43",,,,,"8","14"
"2016-12-24 00:00:00",,"51",,,,"50","95",,,,,"44","40"
"2016-12-23 00:00:00",,"199",,,,"302","456",,,,,"146","125"
"2016-12-22 00:00:00",,"283",,,,"417","702",,,,,"251","178"
"2016-12-21 00:00:00",,"303",,,,"493","759",,,,,"260","209"
"2016-12-20 00:00:00",,"372",,,,"501","788",,,,,"231","227"
"2016-12-19 00:00:00",,"319",,,,"396","738",,,,,"233","181"
"2016-12-18 00:00:00",,"104",,,,"96","193",,,,,"71","51"
"2016-12-17 00:00:00",,"206",,,,"153","338",,,,,"88","106"
"2016-12-16 00:00:00",,"345",,,,"429","755",,,,,"182","190"
"2016-12-15 00:00:00",,"278",,,,"403","705",,,,,"208","184"
"2016-12-14 00:00:00",,"286",,,,"413","697",,,,,"186","169"
"2016-12-13 00:00:00",,"336",,,,"439","788",,,,,"204","184"
"2016-12-12 00:00:00",,"249",,,,"361","612",,,,,"127","162"
"2016-12-11 00:00:00",,"178",,,,"113","231",,,,,"36","69"
"2016-12-10 00:00:00",,"256",,,,"199","385",,,,,"94","134"
"2016-12-09 00:00:00",,"400",,,,"498","812",,,,,"291","227"
"2016-12-08 00:00:00",,"436",,,,"530","839",,,,,"304","206"
"2016-12-07 00:00:00",,"405",,,,"513","803",,,,,"237","204"
"2016-12-06 00:00:00",,"361",,,,"482","757",,,,,"235","215"
"2016-12-05 00:00:00",,"382",,,,"475","734",,,,,"272","185"
"2016-12-04 00:00:00",,"251",,,,"183","291",,,,,"93","78"
"2016-12-03 00:00:00",,"185",,,,"165","298",,,,,"72","55"
"2016-12-02 00:00:00",,"278",,,,"375","553",,,,,"185","138"
"2016-12-01 00:00:00",,"233",,,,"311","494",,,,,"172","122"
"2016-11-30 00:00:00",,"370",,,,"467","821",,,,,"252","199"
"2016-11-29 00:00:00",,"336",,,,"497","801",,,,,"219","194"
"2016-11-28 00:00:00",,"357",,,,"493","804",,,,,"155","204"
"2016-11-27 00:00:00",,"127",,,,"102","246",,,,,"117","58"
"2016-11-26 00:00:00",,"259",,,,"265","385",,,,,"107","109"
"2016-11-25 00:00:00",,"454",,,,"551","906",,,,,"158","222"
"2016-11-24 00:00:00",,"701",,,,"787","1270",,,,,"255","358"
"2016-11-23 00:00:00",,"972",,,,"996","1555",,,,,"319","440"
"2016-11-22 00:00:00",,"1132",,,,"1039","1626",,,,,"386","502"
"2016-11-21 00:00:00",,"1002",,,,"953","1501",,,,,"382","479"
"2016-11-20 00:00:00",,"539",,,,"285","549",,,,,"212","182"
"2016-11-19 00:00:00",,"328",,,,"232","438",,,,,"206","151"
"2016-11-18 00:00:00",,"421",,,,"560","907",,,,,"212","329"